n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,gid,basin_k,sub_id
0.3696137,128.64350224,349.02425098,2.8,2.1,0.27686405,0.46341538,0.5545852,0.6173711,0.66792035,0.70992947,0.74641347,0.77804065,0,4,15
0.90353184,89.93903947,170.84794534,2.9,2.2,0.2507813,0.46291852,0.65307,0.8203492,0.9677427,1.098928,1.2140205,1.3174415,0,5,21
0.62321176,53.14798541,123.55741335,2.69285282,2.58101886,0.51697755,1.27224112,1.76387429,2.00558305,2.15157008,2.25532031,2.34099126,2.41521716,0,1,-1
0.85074012,89.05446796,73.59255646,2.4,2.5,0.2879424,0.555573,0.7843802,0.9802933,1.1478219,1.2920666,1.4175627,1.527328,0,0,4
0.89468474,299.65906068,223.4249948,2.1,2.4,0.07910681,0.1235826,0.15713835,0.18047047,0.21234894,0.24458528,0.27539444,0.303895,0,3,12
0.42417514,226.29605103,260.72668457,2.95747662,2.87163877,0.25051546,0.37523675,0.46836138,0.54814315,0.61804962,0.6809845,0.73749781,0.78887439,0,0,1
0.30223458,166.57646412,325.18624854,2.4,2.4,0.24521422,0.34381437,0.38648605,0.421556,0.45279408,0.47985554,0.5040915,0.52542377,0,4,15
0.93795881,131.72815401,245.05411611,2.6,2.0,0.14229798,0.23111057,0.31846595,0.3997035,0.47569585,0.54580235,0.61133385,0.67298913,0,5,22
0.31156961,45.6519193,129.26089819,2.8,2.2,0.73518157,2.1494856,3.2088342,3.5992823,3.6279788,3.6309547,3.6346097,3.6383214,0,6,-1
0.34266531,168.786026,203.32395935,2.05935335,2.56306696,0.30925345,0.57563329,0.73079729,0.83035159,0.90541959,0.96593547,1.01841736,1.06246281,0,1,-1
0.98151791,110.00514221,348.20883179,2.59412622,2.34867859,0.13976455,0.20040059,0.26194024,0.31556678,0.36516333,0.41167068,0.45424438,0.4936223,0,5,22
0.9604939,85.48528523,66.18640078,2.29152267,2.76831935,0.27532768,0.52877092,0.75736547,0.96039987,1.13919854,1.29811478,1.43853092,1.56328273,0,5,20
0.61444712,248.9561924,53.82407498,2.0,2.6,0.1516099,0.24018288,0.32576275,0.40682626,0.48190308,0.55191994,0.61735725,0.6791012,0,5,17
0.95917189,179.19641113,26.99353027,2.06558084,2.51431608,0.15150881,0.26917505,0.38090086,0.48864961,0.59131479,0.68956304,0.78202653,0.87015843,0,5,23
0.64641607,18.58026886,38.91440964,2.33073425,2.21583056,0.77645969,2.08344936,2.89633369,3.25343418,3.43450737,3.52985334,3.60122824,3.66772938,0,2,-1
0.74805975,228.94044425,1.51456411,2.54179723,2.91399374,0.21290135,0.36727381,0.51737285,0.65903997,0.78988981,0.91144395,1.02462506,1.13016057,0,5,23
0.77275288,150.19114685,2.37212634,2.09510875,2.00735593,0.18817115,0.33901811,0.47998285,0.60802269,0.72515655,0.83232188,0.93077636,1.02095532,0,5,20
0.6002382,220.04484558,117.53366089,2.17153645,2.69744587,0.193856,0.31871438,0.43810534,0.54437304,0.6414032,0.73030758,0.81197786,0.887012,0,5,21
0.95511568,17.22859804,296.94337223,2.5,2.4,0.3971982,0.8710916,1.1740289,1.3244901,1.4004157,1.4464357,1.4782171,1.5013211,0,6,-1
0.62110574,211.040301,182.50672397,2.73884328,2.97173301,0.22651863,0.36119366,0.48840594,0.60230732,0.70521474,0.79950666,0.88591671,0.96543241,0,5,21
0.46455473,18.4913826,36.91333389,2.60307884,2.65197325,0.99170351,2.91799903,4.44923019,5.20864296,5.4471674,5.54324818,5.58238697,5.6047554,0,2,-1
0.46348854,151.17843443,392.40450885,2.3,2.4,0.16120124,0.18532777,0.21196532,0.2310729,0.24947786,0.2665887,0.2830286,0.2971902,0,4,16
0.84087924,259.09764412,297.04033172,2.23606313,2.61728064,0.09580016,0.14430404,0.18444371,0.22028375,0.25758123,0.29393291,0.32865906,0.36207843,0,3,12
0.48993063,277.35446167,328.73297119,2.43074179,2.73453879,0.13808775,0.17280388,0.20746875,0.24175692,0.27522659,0.3038888,0.33104014,0.35753369,0,3,8
0.8702016,214.56223684,323.86712996,2.1,2.5,0.088557,0.12574363,0.15353322,0.17346573,0.1993618,0.22410345,0.2480855,0.2706933,0,3,11
0.41187361,136.6236032,96.65539239,2.9,2.9,0.4866705,1.1670618,1.6247292,1.8522534,1.9871831,2.0912628,2.1780233,2.2508082,0,1,-1
0.92172899,149.76869735,271.16675713,2.9,2.2,0.15262151,0.24256015,0.33045578,0.4147973,0.4934864,0.5664952,0.6348703,0.69940877,0,5,22
0.87585562,34.38786316,126.28256226,2.26099205,2.10531211,0.37664938,0.80288625,1.10310674,1.30523348,1.45522952,1.57010365,1.66243839,1.73806834,0,1,-1
0.62012608,177.09654087,395.0438059,2.6,2.5,0.14897323,0.18626761,0.2254765,0.26123762,0.29416943,0.3237388,0.35109806,0.37719488,0,3,10
0.71743693,234.3834355,212.44225131,2.1,2.7,0.11641836,0.16834307,0.2168591,0.26068783,0.3037393,0.34574723,0.38510585,0.42204,0,5,18
1.0,241.51917157,297.51783812,2.9197013,2.0,0.08421493,0.12517452,0.15071797,0.17138147,0.19549465,0.22414446,0.2500689,0.27381635,0,3,7
0.94308549,14.26315117,49.27086639,2.36839557,2.1768024,0.59953976,1.46784067,2.00892591,2.31629944,2.52094698,2.6698761,2.79291344,2.89734268,0,1,-1
0.87831416,207.82139435,385.36413838,2.6,2.0,0.08686781,0.12447786,0.15806341,0.18343997,0.21028805,0.23648763,0.26296282,0.28805876,0,3,10
0.42620018,38.65378447,320.45651795,2.76277178,2.15760164,0.39477849,0.83268166,1.01135254,1.01687121,1.0177772,1.01918864,1.0205698,1.0217998,0,6,-1
0.70034285,37.20526148,124.85251616,2.8,2.8,0.5768726,1.4776206,2.0797796,2.3807015,2.5467215,2.6637115,2.7566686,2.8345966,0,1,-1
0.4080368,3.83725905,31.75869751,2.02126145,2.29936743,1.10156846,3.38704491,5.5845027,6.93461847,7.31935167,7.34013891,7.34059286,7.34059286,0,2,-1
0.38089205,108.21252737,166.39570963,2.3,2.9,0.41467524,0.9121318,1.1924782,1.3112402,1.3844004,1.4424257,1.4912524,1.5324855,0,1,-1
0.46084497,112.88365836,140.99000977,2.4,2.6,0.39023066,0.8301492,1.1089001,1.2690191,1.3826203,1.4695055,1.5410378,1.6010997,0,1,-1
0.31839069,175.8373191,386.17656013,2.3,2.1,0.16185308,0.174716,0.18938446,0.19996071,0.21052575,0.2201345,0.22847056,0.23654795,0,4,15
0.99139051,177.02661822,152.54167613,2.0,2.6,0.11808205,0.1916573,0.25837183,0.3232925,0.3885827,0.4497707,0.5075588,0.5623429,0,5,22
0.60521327,109.33903524,52.82109247,2.05827659,2.53343261,0.35799909,0.74695206,1.03000164,1.2378087,1.3991673,1.53017521,1.64053535,1.73662734,0,1,-1
0.43478522,167.26828003,171.05575562,2.79480982,2.048985,0.2322762,0.36744404,0.4668746,0.54919791,0.61871791,0.67961431,0.73298836,0.77933669,0,0,0
0.30084327,57.77844502,32.86318295,2.34386076,2.40061451,0.81302953,2.31442118,3.38125467,3.79628563,3.90740681,3.94439697,3.97147846,3.99451923,0,6,-1
0.39461928,126.37070041,140.35149001,2.1,2.2,0.3338666,0.65131927,0.8340299,0.94285583,1.0235207,1.0879021,1.1419227,1.1873083,0,1,-1
0.51442665,113.7997303,215.17326969,2.9,2.1,0.3313365,0.6706486,0.8999157,1.0565081,1.1736124,1.2669632,1.3417771,1.4075251,0,1,-1
0.41243271,69.47831014,370.06860658,2.80084723,2.40646207,0.33214188,0.59549427,0.69131398,0.72347951,0.74797249,0.76777005,0.78417349,0.79927945,0,6,-1
0.78372237,213.24700392,206.49545859,2.7,2.2,0.14063334,0.22005415,0.2971828,0.37086916,0.44044757,0.505831,0.56728363,0.625546,0,5,18
0.71734676,130.03430849,299.66157476,2.6,2.7,0.20515919,0.313478,0.41171408,0.49676847,0.57268596,0.64048934,0.7017276,0.7574477,0,5,21
0.94244781,52.60636805,263.66761406,2.8,2.3,0.2809391,0.52988076,0.7297485,0.89430404,1.0303795,1.1443381,1.2397637,1.3198867,0,0,3
0.3392415,13.65573883,46.5013504,2.41309357,2.08137631,0.97823954,2.83820081,4.29106808,4.95366859,5.08799171,5.12846279,5.1389761,5.14430046,0,2,-1
0.6319727,174.02623771,113.71031105,2.3,2.7,0.21660519,0.36341453,0.49688077,0.6129348,0.71636844,0.8099716,0.8947735,0.97123814,0,5,21
0.74126784,134.01206602,165.11850569,2.1,2.4,0.17956829,0.29306126,0.39926767,0.49398708,0.5790713,0.6558757,0.7256124,0.78902197,0,5,21
0.40773064,97.31857495,388.47685026,2.5,2.4,0.27579117,0.4320326,0.49142194,0.53162503,0.56524086,0.5928736,0.61639714,0.63641644,0,4,16
0.81300639,146.37289308,68.92388195,2.73358641,2.0,0.18446422,0.31792307,0.44614983,0.56335688,0.67061734,0.7693758,0.8603127,0.94414377,0,5,20
0.52153894,258.98790386,168.23838367,2.2,2.7,0.15566301,0.22078681,0.28690076,0.34508252,0.3985901,0.44890642,0.49571252,0.5394974,0,5,19
0.72298001,115.16177406,137.15603771,2.6,2.3,0.26501536,0.4880793,0.67528343,0.8347335,0.9725759,1.0921278,1.1957092,1.28701,0,0,0
0.86816913,1.23729753,18.102005,2.65066242,2.02020788,1.10393214,3.12477112,4.6073947,5.36372519,5.7673049,6.07632494,6.30802011,6.44190359,0,2,-1
0.8527388,261.39228942,377.92928087,2.3,2.9,0.11451459,0.12456679,0.14764428,0.16088986,0.18480039,0.20370626,0.21567035,0.23347402,0,7,29
0.75814011,128.44247484,132.76527163,2.3,2.9,0.22786021,0.39822078,0.55021644,0.68388987,0.8020315,0.9085212,1.0034125,1.0892658,0,5,21
