n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,sub_id
0.30946401,139.64779663,398.39279175,6.28667736,2.1631484,0.20970869,0.24614811,0.28865623,0.29925632,0.30924177,0.32678127,0.33078718,0.33456373,6
0.77361938,191.89327697,198.41967113,6.68466172,2.3361123,0.17287254,0.26527882,0.36852264,0.44692135,0.52273178,0.59271812,0.66009235,0.72260952,18
0.93757036,169.56537487,303.3020214,6.8,2.5,0.208812,0.34388804,0.499712,0.6467874,0.7911465,0.9312234,1.0662649,1.1961899,29
0.3696843,220.61495413,177.07808515,6.52666158,2.43735544,0.28583717,0.48798132,0.61476803,0.7181344,0.80289316,0.87526369,0.93877792,0.99411297,36
0.69715706,218.54885567,362.81883705,6.6,2.5,0.20963907,0.34685087,0.48737836,0.62072325,0.74911094,0.8725698,0.9906132,1.1034095,12
0.55169728,193.15918316,114.9982554,6.8,2.2,0.314193,0.7326102,1.1214871,1.4590063,1.7445581,1.9861636,2.192418,2.3705583,45
0.3874219229510618,26.055693308093662,158.41605332396446,6.178364589444633,2.613277578580809,0.7569575309753418,2.1938271522521973,3.2965645790100098,3.818355083465576,4.022944927215576,4.121361255645752,4.170643329620361,4.195586681365967,5
0.99790049,44.07928085,350.76651001,6.66878319,2.59265518,0.28455305,0.51171207,0.67570066,0.80904913,0.91274929,0.99782705,1.06720686,1.12484598,37
0.513974129770197,2.574646777009124,2.905119408925481,6.067636156566591,2.6938937743088154,1.288701057434082,4.200882911682129,7.272499084472656,9.55148983001709,10.693700790405272,10.866867065429688,10.878368377685549,11.036493301391602,31
0.63992478,135.57132649,41.21594405,6.27970039,2.148529,0.29441023,0.58469391,0.81818819,1.01333857,1.17800856,1.31861591,1.44136333,1.54865408,0
0.62733048,14.43099661,76.84829877,6.1,2.7,0.97915816,3.2193406,5.6235495,7.592703,8.648192,8.945798,8.97171,8.980589,32
0.32917766,87.47378134,107.36421994,6.15176431,2.66859456,0.66375637,1.79640675,2.6161418,2.97897673,3.1328845,3.21563005,3.27415419,3.32483721,42
0.48074663,187.13888361,198.50951306,6.7,2.0,0.29432988,0.7107744,1.1017671,1.4286737,1.6915629,1.9063294,2.083799,2.2339067,46
