n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,source_pool,source,split,gid,length_bin,sub_id
0.7084570285725128,12.525506862948284,0.3691117080699531,2.1420804927477834,5.085692733423759,0.9683294296264648,3.1411654949188232,5.323870658874512,6.814517021179199,7.459403991699219,7.688045501708984,7.79810619354248,7.877970695495605,,,,3,2,14
0.30274036,212.10691268,161.76918112,2.0,5.7,0.25255013,0.39694357,0.48362398,0.5511174,0.6071973,0.6541033,0.69714785,0.7343464,v6_1_train,orig_train,train,3,0,2
0.74718015,91.65174536,130.07462969,2.1,5.4,0.27491236,0.52881956,0.7296624,0.8965554,1.036046,1.1556025,1.2578206,1.3468232,v6_1_train,,,3,1,8
0.4000208777649539,1.6746755790766483,1.8737183769821768,2.3640649484364578,5.204721732899969,1.3029062747955322,4.519538402557373,8.583013534545898,12.593897819519045,15.647480964660645,15.734877586364746,15.740431785583496,15.745184898376465,,,,3,2,10
0.7662205540324889,77.11169552414412,366.8968663315781,2.1,5.1,0.2824888229370117,0.6162981986999512,0.8961019515991211,1.1310224533081057,1.3266019821166992,1.49133563041687,1.631277084350586,1.7516729831695557,,infill:state_gid_3,train,3,1,8
0.33560166,86.15388307,222.94638221,2.2,5.4,0.4330411,0.9779954,1.2798166,1.3561444,1.3866525,1.4133296,1.4374242,1.4585094,v6_1_train,orig_val,train,3,1,6
0.9971887,182.04845846,388.43289234,2.2,5.1,0.13232708,0.13837051,0.17676592,0.20711136,0.2313261,0.25803995,0.2814765,0.30178833,v6_1_val,orig_train,train,3,0,0
0.72271458,22.81438887,258.63810276,2.1,5.8,0.41944408,0.941648,1.2428226,1.3468928,1.3826041,1.4044194,1.421103,1.434979,v6_1_train,orig_train,train,3,1,6
0.7464389491958721,61.61492258371117,0.0653757285626868,2.85776005960478,5.062505385043413,0.6255905628204346,1.756826639175415,2.679847955703736,3.255051374435425,3.624246835708618,3.891706705093384,4.099947929382324,4.2704010009765625,,,,3,2,12
0.7591085397241968,59.97799640408127,0.0365499711902851,2.3788555546871786,5.121334889057321,0.5696830749511719,1.5903666019439695,2.4222443103790283,2.9479100704193115,3.2977373600006104,3.5588858127593994,3.7671849727630615,3.938310384750366,,,,3,2,12
0.7945074723159474,2.8779568996323204,72.50123077609656,2.981501048747302,5.288399123164634,1.108752727508545,3.698194980621338,6.460907936096191,8.731829643249512,9.996634483337402,10.427627563476562,10.48548984527588,10.497078895568848,,,,3,2,13
0.6536764,260.9794192,126.99080674,2.7,6.0,0.21604204,0.33039713,0.4575224,0.56421614,0.6642909,0.75765085,0.84484816,0.9267678,v6_1_train,,,3,1,5
0.7000002302222735,84.18320483503601,0.0047541190311969,2.2371026652141204,5.526506283009665,0.4959912300109863,1.3526628017425537,2.089077472686768,2.5886616706848145,2.9370155334472656,3.2045140266418457,3.420957088470459,3.6016082763671875,,,,3,1,9
0.47593201,189.12123161,120.0825374,2.7,6.0,0.34623432,0.66516113,0.8976922,1.0801034,1.2286067,1.3541164,1.4628086,1.5588984,v6_1_test,orig_train,train,3,1,8
0.98095203,20.05099796,22.19592903,2.1,5.9,0.54145765,1.2946744,1.8440127,2.219915,2.4986577,2.722136,2.9101787,3.0875974,v6_1_train,orig_train,train,3,1,8
0.8488345596790478,159.60823779093482,0.0050517082998923,2.348456171559339,5.439623529445629,0.2861421108245849,0.5616226196289062,0.8340368270874023,1.0889167785644531,1.324634075164795,1.541675090789795,1.7400813102722168,1.92114782333374,,,,3,1,8
0.7238224802733649,10.4442956322515,0.4319734183459778,2.2884488497673625,5.560881110843862,1.016693115234375,3.3085224628448486,5.694512367248535,7.482121467590332,8.336845397949219,8.64158821105957,8.76826000213623,8.844071388244629,,,,3,2,13
0.46303746,10.32133318,211.44397011,2.0,5.3,0.6242933,1.6438847,2.2806706,2.4467454,2.4560962,2.4563694,2.4564428,2.4566727,v6_1_train,orig_train,val,3,1,6
0.3,271.16561101,400.0,2.0,5.95575281,0.21031165,0.42253375,0.56099439,0.67619634,0.77813673,0.8696053,0.95161963,1.0246532,v6_1_train,orig_train,train,3,1,8
0.69717174,201.35931633,364.86651875,2.3,5.7,0.14411259,0.16260958,0.20891762,0.24583149,0.2615347,0.2872882,0.31554413,0.33493948,v6_1_train,orig_val,train,3,0,0
0.42627576,38.961954,385.36042317,2.5,5.6,0.42750168,0.9423299,1.209682,1.2329936,1.2391286,1.2398062,1.2402606,1.2419624,v6_1_train,orig_train,val,3,1,6
0.44554055,228.52420845,89.62821219,2.0,5.6,0.21671581,0.3497615,0.46158695,0.5560918,0.64005804,0.7148557,0.7825675,0.84374,v6_1_train,orig_val,train,3,1,7
0.6383633,49.33207618,77.70774964,2.8,5.9,0.63431644,1.6417203,2.3757253,2.7888465,3.0481362,3.2370305,3.390679,3.5197253,v6_1_train,orig_train,val,3,1,9
0.34422369,90.12441919,321.03648361,2.4,5.2,0.3735957,0.74389505,0.913723,0.9565053,0.98388624,1.0062442,1.0246477,1.0407944,v6_1_train,orig_train,train,3,1,7
0.68334199,169.0890262,63.91770884,2.6359809,5.1048739,0.35455203,0.74928069,1.09205532,1.39166641,1.64958191,1.87375307,2.06776714,2.23896837,v6_1_test,orig_train,val,3,1,8
