n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,sub_id
0.3241981,159.3556366,65.59511566,4.16027689,2.29386306,0.44936323,1.03367996,1.3988452,1.5710268,1.67931986,1.76418495,1.83732367,1.90265369,0
0.91768161,112.64081728,26.88032853,4.5,2.6,0.34196377,0.68297315,1.0002859,1.2849524,1.5383971,1.763818,1.9634297,2.1413548,14
0.93492836,117.30345917,222.02636719,4.89306164,2.04577947,0.16189146,0.24684811,0.33901167,0.41888714,0.49153042,0.55807209,0.61960077,0.67654705,19
0.85933543,39.01847765,393.15126984,4.4,2.1,0.33184814,0.76295066,1.1034017,1.3474927,1.5233402,1.6545558,1.7570117,1.8403292,15
0.79538882,2.3749187,52.19960403,4.64111042,2.19971585,1.03871346,2.93626165,4.34944582,5.06291056,5.44191885,5.77346563,6.04868269,6.24395704,5
0.53477174,13.7584373,43.9907566,4.3,2.4,1.0513806,3.360473,5.677515,7.2927933,7.9900026,8.116614,8.137115,8.146959,24
0.8162865686981495,1.3485536501736084,0.0439741420188751,4.44977500047019,2.214140735415551,1.1799383163452148,3.544581413269043,5.527081489562988,6.649068832397461,7.244480133056641,7.716057777404785,8.318084716796875,8.851757049560547,31
0.47331057,225.29630167,14.14971798,4.17881281,2.62058044,0.33245039,0.64072514,0.8757391,1.06939602,1.23110485,1.37011003,1.49006701,1.59575319,13
0.35410043,262.24855589,300.96979382,4.8,2.9,0.33859634,0.67358875,0.9001844,1.0689077,1.2057762,1.3215785,1.42136,1.5095768,15
0.8070724,123.41568621,390.96743934,4.13549212,2.452279,0.17631197,0.23313093,0.30130005,0.34910536,0.39191961,0.43180037,0.46804762,0.50109625,30
0.7062277662429449,43.66840380420026,3.783650292047071,4.978872042186736,2.39787869367033,0.6135048866271973,1.565300464630127,2.233323574066162,2.643759727478028,2.928640842437744,3.1495285034179688,3.332874298095703,3.48870849609375,8
0.86721675,41.84099779,349.52858123,4.2,2.4,0.37812543,0.87011504,1.2510369,1.5180655,1.7095821,1.8525937,1.964164,2.0534642,15
0.42126516,283.39939473,266.26894299,4.6,2.3,0.2344048,0.40436864,0.5370047,0.6575196,0.765892,0.86501193,0.9552238,1.037746,39
0.86418503,283.78196667,335.58791902,4.4,2.1,0.12686968,0.16313434,0.21640515,0.27945995,0.33457613,0.38856053,0.44155645,0.4933169,30
0.44826117,92.00525197,104.85303292,4.0,2.4,0.59596133,1.7380636,2.6194823,3.0424745,3.196378,3.2849653,3.3568146,3.4190438,27
0.3738006077876164,6.232473743186434,0.0166689039408243,4.623218046917075,2.609947132214636,1.2567439079284668,4.051244258880615,7.009127140045166,9.214838027954102,10.32207489013672,10.495084762573242,10.500741958618164,10.535682678222656,21
