n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,gid,basin_k,sub_id
0.38222552,110.75332565,264.14987324,2.1,4.4,0.2982955,0.5175338,0.6174526,0.6778507,0.7255697,0.76405764,0.7960353,0.82574654,2,4,35
0.9571345,42.5745253,15.13495902,2.5,4.0,0.520226,1.2738049,1.84854221,2.25990963,2.57087183,2.81926966,3.02612543,3.20270443,2,3,27
0.85751257,53.2432515,36.94571155,2.1,4.2,0.38478756,0.8468075,1.2097921,1.482461,1.6942506,1.8668633,2.0123568,2.1382642,2,3,24
0.56622817,45.51830958,27.04833079,2.0,4.3,0.6145396,1.5509357,2.1511564,2.4821663,2.6972637,2.8530555,2.979969,3.0835276,2,3,25
0.74070173,176.61705742,57.41644372,2.2,4.1,0.21370745,0.37209606,0.5235567,0.65853643,0.7813406,0.8941312,0.9972305,1.0924144,2,2,19
0.43216645,117.7903792,103.94889777,2.3,4.5,0.426445,0.95543575,1.3071017,1.4962234,1.6260147,1.7256913,1.8090916,1.8814149,2,3,29
0.93102336,17.88759613,49.5424881,2.0666461,4.02161503,0.65265799,1.87666416,2.75402522,3.2334435,3.5180676,3.71952987,3.87744451,4.00631046,2,3,25
0.53032281,41.1164696,42.73015814,2.8,4.1,0.80403185,2.2417803,3.284092,3.8196812,4.1001024,4.2721405,4.3960466,4.4922037,2,3,25
1.0,300.0,400.0,2.0,4.52019787,0.12244844,0.13137102,0.16117311,0.21210742,0.25510597,0.29460406,0.33524275,0.3755362,2,2,16
0.98225465,7.78828568,27.04998062,2.4101868,4.27922784,0.87525558,2.64678168,4.07775211,4.8591156,5.2476368,5.46994877,5.62074184,5.72921276,2,3,27
0.32060379,141.60270691,392.42190552,2.12760019,4.55791855,0.34305382,0.83778024,1.21181369,1.40735412,1.49403405,1.54928064,1.59682703,1.63674092,2,3,23
0.70754767,255.43962129,254.37613833,2.5,5.0,0.17005682,0.21176386,0.2826171,0.34819794,0.39389467,0.44418,0.49210072,0.5371256,2,0,5
0.64832524,269.13040577,347.13377189,2.15073419,4.26994724,0.14825106,0.20489049,0.276443,0.34477448,0.40678239,0.4671452,0.52457452,0.57998276,2,2,22
0.99749124,253.90992737,257.07855225,2.08239317,4.28406096,0.12746954,0.1832037,0.24887538,0.32492709,0.39463401,0.4615078,0.52715874,0.59169888,2,2,16
0.66273479,136.54158654,149.63460843,2.6,4.1,0.29812908,0.5500531,0.7497587,0.9192152,1.0639944,1.1897459,1.2989721,1.3951745,2,2,17
0.54536654,204.21101694,305.64045244,2.5,4.4,0.19732857,0.2684574,0.34080982,0.39695883,0.44492579,0.48972273,0.5331292,0.57182646,2,0,2
0.64712053,160.76839171,333.79113937,2.1,4.3,0.14440107,0.17703438,0.2232418,0.26141262,0.28905582,0.31508636,0.33974743,0.36442995,2,4,34
0.57042995,292.21950947,51.37348809,2.6,4.5,0.21975327,0.34955597,0.48012972,0.5960045,0.7010989,0.7995205,0.8917999,0.97778225,2,2,22
0.33711509,246.32990834,276.27852643,2.96377966,4.55820809,0.37398028,0.78526139,1.07170343,1.26062155,1.3979888,1.51062489,1.60529947,1.68656921,2,3,23
0.58150752,141.22699404,16.7774612,2.5,4.6,0.38895178,0.82654953,1.1642561,1.4208603,1.6236672,1.7919598,1.9325795,2.0536876,2,3,24
0.95686073,195.37459205,113.01225532,2.1,4.6,0.14512825,0.22626781,0.31895447,0.4048543,0.48432922,0.5605974,0.63342524,0.7026081,2,2,16
0.56882092,140.7808656,326.46253394,2.6,4.1,0.24731302,0.37642765,0.46836948,0.5434241,0.6081052,0.665463,0.7170334,0.7632737,2,4,33
0.69185798,144.54215534,176.58942137,2.8,4.6,0.29495335,0.5254326,0.7132573,0.8777909,1.0203886,1.146379,1.2576442,1.3566256,2,2,17
0.3246575,265.95440583,213.3374885,2.7,4.0,0.2834711,0.43929195,0.53066254,0.60806227,0.67416286,0.73300076,0.78655434,0.83440256,2,4,32
0.94311655,291.3656311,2.7137928,2.5332005,4.50699759,0.18957734,0.29414606,0.41574502,0.54379153,0.65934491,0.77326441,0.88542962,0.99322438,2,2,20
0.97858829,152.83466683,12.232841,2.4,4.5,0.21757174,0.3939438,0.56993294,0.7315402,0.882586,1.0232329,1.1541119,1.2759337,2,2,20
0.65914561,126.96419586,147.80618978,2.3,4.4,0.2676568,0.49010706,0.6645031,0.8121114,0.9390421,1.0485754,1.144423,1.2288475,2,2,17
0.52104639,286.38742432,102.93879601,2.9,4.2,0.26031876,0.4110198,0.5495925,0.6736026,0.78433657,0.88687134,0.9809127,1.0674496,2,2,22
0.91284531,101.89041609,335.09895706,2.2,4.7,0.1665268,0.2375617,0.31293297,0.36871862,0.42233276,0.47152567,0.51406956,0.5531559,2,4,34
0.30882198,243.72300928,196.66458829,2.9,5.0,0.35864687,0.65343857,0.82324123,0.9376912,1.0296311,1.1050382,1.1717906,1.2293453,2,3,23
0.8987527,170.30821114,376.12729846,2.1,4.1,0.11095858,0.13338947,0.1649499,0.20132828,0.2215805,0.23955822,0.2575326,0.27826166,2,7,41
0.94384083,111.09753339,111.19477876,2.8,4.0,0.28164244,0.5124421,0.72868013,0.92121744,1.0945554,1.2512817,1.3921199,1.5190048,2,2,16
0.97266384,90.75305525,88.86277091,2.5,4.0,0.28303623,0.5413494,0.7728896,0.9783497,1.1606178,1.3222032,1.4657631,1.5938597,2,2,16
0.69133503,264.78629924,58.62986109,2.0,4.9,0.14892817,0.22609663,0.3158393,0.39697695,0.47195625,0.5430765,0.6113272,0.6754346,2,2,22
0.42739733,110.31219491,224.14876115,2.3,5.0,0.3489151,0.6866956,0.88374424,0.9926486,1.0711889,1.1331987,1.1839032,1.2266159,2,4,35
0.63933751,176.19511607,23.28115466,2.67074598,4.46876018,0.37645578,0.80109072,1.15531373,1.45249701,1.70282459,1.91630125,2.09932423,2.25960922,2,2,15
0.47944262,14.25811963,110.35543107,2.97757652,4.15870837,1.01576805,3.22847509,5.41316319,6.96154785,7.6161871,7.71677589,7.7219944,7.72277069,2,1,12
0.66481088,189.86275987,174.07370701,2.2,5.0,0.18458462,0.28702116,0.38651848,0.46937704,0.5487671,0.62151957,0.6875305,0.7493386,2,2,18
0.33248535,203.45639038,0.24333097,2.33586717,4.95074368,0.53744555,1.60362935,2.52199221,3.02768278,3.24221563,3.36009359,3.45604324,3.5379777,2,3,27
0.82296276,230.60102844,268.743927,2.02529263,4.78273726,0.14407849,0.22451639,0.31419635,0.40503883,0.49064183,0.574085,0.6544466,0.73269629,2,2,18
0.55616807,289.66343481,2.40263424,2.3,4.3,0.20090866,0.32931757,0.45659065,0.56826735,0.6722379,0.76887083,0.8580599,0.94125223,2,2,15
0.95201642,5.72869296,198.61860104,2.5,4.2,0.6686044,1.789041,2.5583096,2.9176106,3.0749006,3.1379313,3.1532073,3.1578598,2,1,9
0.7631787,157.39376893,33.24762021,2.04971939,4.47718356,0.26401973,0.52531862,0.7711904,0.9974668,1.20225239,1.38702917,1.55316997,1.70305061,2,2,15
0.94981019,121.83495584,62.93829556,2.3,5.0,0.22720051,0.42154503,0.60250616,0.7673235,0.91893625,1.0577488,1.184102,1.2998376,2,2,16
0.62973572,43.66832379,167.87913207,2.9,4.9,0.6006079,1.5435967,2.236164,2.5906816,2.7790866,2.900198,2.994709,3.0742407,2,3,28
0.60453611,28.80216059,394.10728344,2.3,4.3,0.34995413,0.66647387,0.7902274,0.8039465,0.81336164,0.81857395,0.8221755,0.8251653,2,4,31
0.60199417,117.91441946,26.60322876,2.1,4.4,0.34164143,0.7115402,0.99577713,1.2139511,1.3870859,1.5302777,1.6514444,1.7549624,2,3,24
0.37458411,105.62756732,114.87154526,2.8,4.2,0.5828972,1.5085878,2.1580315,2.4448447,2.5711212,2.6533852,2.7231426,2.7844768,2,3,29
0.51059407,153.67131042,240.20149231,2.37658381,4.36727524,0.34775972,0.76415229,1.0818069,1.31465006,1.49323654,1.63845754,1.75757813,1.8577354,2,3,26
0.70704038,60.90241189,68.00199857,2.8,4.2,0.5348549,1.2872801,1.845623,2.193956,2.431549,2.6123452,2.761795,2.8909807,2,3,24
0.50910522,56.35188658,204.09842829,2.5,4.7,0.5144391,1.2572246,1.7517271,1.9602122,2.0506945,2.112597,2.1627812,2.2062292,2,3,29
0.99374642,249.54557585,218.77279315,2.1,4.4,0.11541319,0.14641476,0.19491053,0.24843645,0.28887987,0.32881403,0.3703456,0.41033936,2,2,16
0.81514324,24.48862755,233.42742474,2.3,4.3,0.438107,0.99900246,1.3654318,1.5509968,1.6492157,1.7132196,1.761467,1.8001823,2,3,28
0.94515923,74.43197326,82.21210167,2.3,4.8,0.2951846,0.59507275,0.84944105,1.069026,1.2573147,1.4197311,1.5598183,1.683867,2,2,16
0.44099341,178.20056715,273.83168975,2.4,4.6,0.24194193,0.36919975,0.45078707,0.51616955,0.5737324,0.62397003,0.66977453,0.7103081,2,4,32
0.64202121,194.85741614,359.95322186,2.8,4.9,0.20282125,0.2660942,0.34119844,0.40150976,0.44973612,0.4993925,0.54042244,0.5808816,2,0,4
0.33103499,14.08909225,49.96788406,2.0198772,4.87691593,1.07196736,3.52824688,6.33018064,8.87045288,10.47320747,10.87453842,10.87471771,10.87486458,2,5,39
1.0,51.66473054,400.0,2.0,4.94678303,0.24709964,0.50006342,0.72106934,0.9194479,1.0946815,1.24777865,1.38181257,1.49866796,2,2,21
0.46782726,177.22734655,54.66089182,2.5,4.3,0.37111235,0.7603178,1.0427217,1.2500925,1.4123259,1.5443759,1.6575575,1.7570338,2,3,24
0.53378534,275.24972534,4.71559334,2.03653812,4.37849426,0.24810719,0.47449183,0.68046427,0.86842346,1.0384376,1.19242597,1.33181834,1.45755029,2,2,19
0.31562172,44.65816511,237.18913846,2.1,4.2,0.5021486,1.2320662,1.6321874,1.6711059,1.6723876,1.6733751,1.6743174,1.6748991,2,1,14
0.80127173,168.06939866,162.1734555,2.2,4.5,0.17847681,0.2835698,0.39206028,0.48517656,0.5731211,0.65481615,0.73004436,0.8005657,2,2,18
0.31224484,116.94056354,193.51163879,2.94774639,4.75598901,0.63793063,1.95617056,3.14075565,3.84938383,4.04481649,4.06709385,4.0857029,4.1038847,2,1,7
0.31271076,148.69897461,197.41282654,2.33606386,4.46360302,0.49629807,1.44116497,2.22651052,2.62157869,2.73278093,2.77862358,2.81926632,2.85577822,2,1,7
0.67542162,109.15620982,400.0,2.0,4.82247484,0.23505664,0.45517564,0.63228059,0.78872633,0.92654109,1.04805255,1.15509701,1.25009298,2,2,17
0.40147025,112.63485711,232.64529781,2.7,4.6,0.4372573,0.9632139,1.300869,1.4525614,1.5365682,1.600275,1.6547279,1.7009053,2,3,26
0.81930088,11.27611786,163.57923501,2.5,4.4,0.6800933,1.8191538,2.6031523,2.9900541,3.1838503,3.292276,3.3560605,3.399076,2,1,9
0.35269066,156.07532211,153.92799175,2.1,4.5,0.3216095,0.603601,0.7663331,0.86817884,0.9472256,1.0124588,1.067009,1.113997,2,3,23
0.67719618,166.06657488,274.75915206,2.1,4.1,0.15467262,0.20710373,0.26720238,0.31997538,0.3645301,0.4055133,0.44354677,0.47926378,2,4,30
0.8408682,255.47945488,399.0493506,2.04475223,4.19455204,0.11293769,0.14941955,0.19503784,0.2487247,0.29598165,0.34163618,0.38530803,0.42877102,2,2,22
0.99166745,218.309021,277.74880981,2.05429101,4.52313137,0.12836218,0.19601822,0.27078581,0.35329986,0.42944145,0.50343466,0.57586002,0.64655733,2,2,16
