n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.605,3.441,11.303,2.5,2.7,1.2205374,3.716066,6.07228,7.508438,8.070209,8.239658,8.372808,8.461738
