gid,sub_id,basin_k,s_local,N,mu_z,cov_z,pi,fallback_only,vbgmm_method,dt_s
2,12,1,5,140,"[0.47944648873975093, 3.2149629050977744, 4.222731032430304]","[[0.005457003660126126, 0.00039762542039626243, 0.014390877429851704], [0.00039762542039626226, 0.3594735545600843, 0.31771732503387334], [0.014390877429851704, 0.3177173250338734, 1.0361010559854593]]",0.09842390367013716,False,vbgmm,4.428555250167847
2,13,1,6,135,"[0.5900277836802031, 2.0969694157110923, 5.011941190116654]","[[0.02274413017765402, -0.03653447664843525, 0.014953719108542008], [-0.03653447664843525, 0.3398752457069813, 0.12024524182592213], [0.014953719108542008, 0.12024524182592211, 0.37098204914702654]]",0.08745000643637914,False,vbgmm,4.3363282680511475
2,14,1,7,236,"[0.34206239488718426, 4.163912327203885, 4.730315023280593]","[[0.001752503043173808, -0.012745969316468587, 0.00040087054805056825], [-0.012745969316468585, 0.3275485310637326, -0.15920351642627326], [0.0004008705480505672, -0.15920351642627326, 0.4572175676867075]]",0.13879672160620798,False,vbgmm,4.885180473327637
2,15,2,0,283,"[0.779188649260879, 4.9599379177578005, 2.942906918656035]","[[0.016090928922205577, -0.033625234187564655, 0.017460588470567553], [-0.033625234187564655, 0.11211382791209039, -0.0807331233242943], [0.01746058847056755, -0.08073312332429432, 2.159884700266644]]",0.08253009806494349,False,vbgmm,5.584707975387573
2,16,2,1,745,"[0.9416885504239655, 5.098114389090547, 5.07262561418436]","[[0.0020258198096523177, 0.000738547098978019, 0.005036543181666254], [0.0007385470989780189, 0.12626216339506693, 0.027197759438172032], [0.005036543181666255, 0.027197759438172035, 0.31518677643801346]]",0.16026719551328425,False,vbgmm,20.878679513931274
2,17,2,2,723,"[0.6146656817018945, 5.0919990468422816, 5.026837911205217]","[[0.019429586310269437, -0.04234543984025383, -0.026014781955763382], [-0.04234543984025383, 0.1121098227709108, 0.03463178677245217], [-0.02601478195576339, 0.034631786772452176, 0.33484561173914495]]",0.15642982762611932,False,vbgmm,20.6372389793396
2,18,2,3,567,"[0.6946295634896318, 5.3596624097208085, 5.30740389523117]","[[0.018959384190907494, -0.008021341560950909, -0.007105181256129356], [-0.008021341560950909, 0.02545731035474743, 0.011291580034703142], [-0.007105181256129356, 0.011291580034703142, 0.1586992106581192]]",0.1512398255115008,False,vbgmm,12.238205909729004
2,19,2,4,343,"[0.7103661087178947, 5.435521472666032, 3.7279996129028614]","[[0.021008543625619335, -0.0015346649403401654, 0.030569258868128987], [-0.0015346649403401654, 0.024477093220936483, -0.06153249339363635], [0.030569258868128987, -0.061532493393636346, 0.8236866976597866]]",0.09275241183712707,False,vbgmm,6.680857419967651
2,20,2,5,159,"[0.8929428814058962, 5.275483940706465, 2.986413709009898]","[[0.0052391462650506525, 2.331778958288311e-05, -0.01259638297525818], [2.3317789582883302e-05, 0.06080898321305451, -0.14424213144502807], [-0.01259638297525818, -0.14424213144502807, 2.2567620711058027]]",0.05179984605010809,False,vbgmm,4.762490510940552
2,21,2,6,563,"[0.8334924830690335, 4.768839239845975, 5.555386282667904]","[[0.009460632243244909, -0.022092187321739974, 0.0007622049963133254], [-0.022092187321739974, 0.11842340070932623, -0.008290291834689318], [0.0007622049963133257, -0.008290291834689316, 0.07214468519682976]]",0.13332545897660503,False,vbgmm,12.353419780731201
2,22,2,7,820,"[0.6966481161560579, 5.5940116703029945, 4.865027936131687]","[[0.028465568126316038, -0.00034192392859768914, 0.009385167169076577], [-0.0003419239285976892, 0.005872431593844934, 0.0005715254991870989], [0.009385167169076577, 0.000571525499187099, 0.3729657753533206]]",0.17165533642031194,False,vbgmm,84.14151501655579
2,23,3,0,579,"[0.33190166762316103, 5.281601410248833, 4.958377992992236]","[[0.0012124452125944947, -0.004141370854837627, -0.004869887678954961], [-0.004141370854837627, 0.07384215696895739, 0.0014583827240897502], [-0.0048698876789549615, 0.0014583827240897504, 0.5147766340083717]]",0.16400424264299837,False,vbgmm,14.550511837005615
2,24,3,1,512,"[0.6187057472718568, 4.728889824287772, 3.8306933244159067]","[[0.03376218322379015, -0.08842459330560404, 0.07512434876067188], [-0.08842459330560404, 0.26449180442706377, -0.2131459422059791], [0.0751243487606719, -0.2131459422059791, 1.0244510767225299]]",0.1675858328009558,False,vbgmm,8.848788976669312
2,25,3,2,246,"[0.6613313815791019, 3.3716353500297287, 3.6690750709304067]","[[0.04299008634859155, -0.09613292115603615, 0.06543667786414335], [-0.09613292115603615, 0.7568919649423383, -0.29837638486932316], [0.06543667786414337, -0.29837638486932316, 0.4034001884004964]]",0.07685917243202565,False,vbgmm,4.6918182373046875
2,26,3,3,684,"[0.608691657865403, 4.4745433223604865, 5.49519917194991]","[[0.023145758173546065, -0.06248674986264597, 0.004980750998503147], [-0.06248674986264598, 0.24955641289822525, -0.03452472725638435], [0.004980750998503148, -0.03452472725638434, 0.08468063569243361]]",0.20177196977708797,False,vbgmm,17.560981512069702
2,27,3,4,258,"[0.7200050205375751, 3.7412320291685437, 2.370783370492942]","[[0.042091258067565154, -0.13058588483755418, 0.06251560623474887], [-0.13058588483755418, 0.7830848009121474, -0.35333071226984036], [0.06251560623474886, -0.3533307122698403, 1.5202714208115087]]",0.09129799646081209,False,vbgmm,5.228081226348877
2,28,3,5,371,"[0.8211537404770798, 3.5601141618670527, 5.124951332135821]","[[0.012710520128471875, -0.01710609370186872, 0.013538254787866676], [-0.01710609370186872, 0.19584543919763941, 0.0094756756875423], [0.013538254787866676, 0.009475675687542299, 0.19003902301306133]]",0.11037160091688135,False,vbgmm,6.682086706161499
2,29,3,6,534,"[0.4855622359547383, 4.609059809694218, 4.758354939240155]","[[0.007749271949484361, -0.020362479833969344, 0.0005766683016871094], [-0.02036247983396934, 0.1893524518603499, 0.01730897669120556], [0.000576668301687109, 0.017308976691205562, 0.29217372043796014]]",0.18810918496923862,False,vbgmm,11.14022421836853
2,30,4,0,72,"[0.6230910151815897, 5.197023314575668, 5.582813154314822]","[[0.02204411473598835, 0.009188533778854613, 0.013820391971680586], [0.009188533778854611, 0.09049577078408075, -0.01210593117394322], [0.013820391971680586, -0.01210593117394322, 0.02316782238141019]]",0.10082716342038892,False,vbgmm,4.094679832458496
2,31,4,1,213,"[0.643803501828001, 4.164793899636712, 5.911483556547786]","[[0.027639279849289305, -0.04169557026350437, 0.00019367260435360369], [-0.041695570263504365, 0.2947926503877555, -0.0034214475100438958], [0.00019367260435360358, -0.0034214475100438958, 0.0032774477713862805]]",0.22514278385023495,False,vbgmm,4.792822360992432
2,32,4,2,163,"[0.3885968314717731, 5.404283319370236, 5.4079024530856605]","[[0.0038800048322559554, -0.0037823797305276264, 0.006119554594450588], [-0.003782379730527626, 0.03384687429509487, -0.025193030424668986], [0.006119554594450587, -0.025193030424668986, 0.06728798221252931]]",0.18087932741429186,False,vbgmm,4.561960220336914
2,33,4,3,185,"[0.4666827178557103, 4.987114648679907, 5.800859980385115]","[[0.008665343763316862, -0.004462240809844592, 0.0009213476114718395], [-0.004462240809844591, 0.07299986449413332, -0.01785852166485501], [0.0009213476114718396, -0.01785852166485501, 0.009742526646775537]]",0.1808154641049916,False,vbgmm,4.542309045791626
2,34,4,4,149,"[0.7455097103406033, 4.5897505272899055, 5.798749007865598]","[[0.019004429366037724, -0.005843778901628654, 0.004467585286156867], [-0.005843778901628654, 0.11814651545626863, -0.0007876311055480076], [0.004467585286156867, -0.0007876311055480077, 0.009300019453581483]]",0.16412222083459185,False,vbgmm,4.4589524269104
2,35,4,5,116,"[0.40338811181166545, 4.706329605409818, 5.685061455795301]","[[0.005045929813051289, -0.009341294277163457, -0.000665566139437831], [-0.009341294277163457, 0.13885478567003995, -0.022486344113755465], [-0.000665566139437831, -0.022486344113755465, 0.020600700552036784]]",0.1482130403755008,False,vbgmm,4.199056386947632
2,36,5,0,32,"[0.47062806304017657, 1.6921559218249376, 3.0285685225632584]","[[0.0074319738564932805, -0.013169921232396874, -0.013130185501664934], [-0.013169921232396872, 0.1400149924332057, -0.004900729901285436], [-0.013130185501664934, -0.004900729901285437, 0.29444953720981887]]",0.21680287140812038,False,vbgmm,3.2601370811462402
2,37,5,1,22,"[0.4634909938321673, 1.5016758707173177, 0.872606865230742]","[[0.010094422342530307, -0.009097190353244775, 0.014955670380539418], [-0.009097190353244775, 0.08104918404006303, -0.014491335718765076], [0.014955670380539417, -0.014491335718765076, 1.5383520982902752]]",0.1892516713909228,False,vbgmm,3.3168530464172363
2,38,5,2,28,"[0.3844219315600124, 2.295396101655731, 1.6300284400006848]","[[0.002234957076493886, -0.005974359554011471, 0.020122391696415626], [-0.0059743595540114715, 0.11724838387929068, -0.29415433685186815], [0.020122391696415626, -0.29415433685186815, 1.8075717401980083]]",0.20297878337815592,False,vbgmm,3.3052685260772705
2,39,5,3,56,"[0.32239327905883447, 2.0077541276329027, 2.9505372493716324]","[[0.0006486450032771656, -0.00014258077596770037, -0.0030049328821757735], [-0.0001425807759677004, 0.34196229559511954, -0.1069283725920197], [-0.003004932882175773, -0.10692837259201969, 0.57387637563708]]",0.3909666738228009,False,vbgmm,3.863497495651245
2,40,7,0,66,"[0.44545239610739434, 5.55011053456618, 5.848765738458552]","[[0.006935421285672903, -0.002594799576315815, -0.001094390800759898], [-0.0025947995763158146, 0.012420073388011491, -0.0001355540608612518], [-0.0010943908007598978, -0.0001355540608612517, 0.0073077085753148275]]",0.3074776185750894,False,vbgmm,4.094114303588867
2,41,7,1,34,"[0.8463556702342419, 5.297483767065818, 5.864995757689115]","[[0.010610873920804346, -0.00028952757185965174, -0.001037730937500762], [-0.0002895275718596517, 0.02932373114515762, -0.006286491100620834], [-0.001037730937500762, -0.006286491100620833, 0.005347235725726973]]",0.18009149317401088,False,vbgmm,3.7676892280578613
2,42,7,2,18,"[0.8050205805945697, 5.570973145295921, 5.897312157855689]","[[0.016932424067615658, 0.0023074601432899345, 0.0029941385567127596], [0.0023074601432899345, 0.006109372042619495, 0.0004109604441092543], [0.0029941385567127596, 0.00041096044410925424, 0.0034934725409376055]]",0.09647914227122194,True,vbgmm,3.219655752182007
2,43,7,3,10,"[0.48138588286783573, 5.601854344254089, 5.617599548987074]","[[0.012939195614000563, -0.0025312781060416144, -0.00015965518783627768], [-0.0025312781060416144, 0.005684519991800921, -0.004408194850795881], [-0.00015965518783627778, -0.004408194850795881, 0.013657500670324958]]",0.06384694525065036,True,vbgmm,3.256618022918701
2,44,7,4,34,"[0.7716897214704241, 5.583882223959693, 5.695207056646893]","[[0.015512215606033377, -0.0011955512698037338, -0.004439216089957893], [-0.0011955512698037338, 0.005780385383729245, -0.0036625160128208717], [-0.004439216089957893, -0.003662516012820872, 0.013625614659914409]]",0.14974431500037988,False,vbgmm,3.9497604370117188
2,45,7,5,43,"[0.5245473408133815, 5.325859354769715, 5.9277508023953365]","[[0.013013142365087795, 0.006325966242672072, -0.00033671172624730113], [0.006325966242672073, 0.023594576315267495, -0.001718871072367782], [-0.00033671172624730124, -0.001718871072367782, 0.0019008703505626547]]",0.20236048572864748,False,vbgmm,3.9238791465759277
3,0,0,0,528,"[0.46988935414825117, 4.931571657078579, 4.5451693873816374]","[[0.0087850428045949, -0.02497311571092617, 0.037601638808057634], [-0.02497311571092617, 0.14950328156761342, -0.10856870873887911], [0.037601638808057634, -0.10856870873887912, 0.4712207087729622]]",0.1778101578340627,False,vbgmm,10.677438497543335
3,1,0,1,172,"[0.7837980876738172, 3.427928475385385, 1.816090462840695]","[[0.032227481338743424, -0.07613473159267894, 0.04494175655623478], [-0.07613473159267894, 0.5838129898098228, -0.31727546264830564], [0.04494175655623478, -0.3172754626483057, 2.640757979887886]]",0.06323967179174925,False,vbgmm,4.291368007659912
3,2,0,2,412,"[0.7822606187544442, 3.879306164140767, 4.94609388886903]","[[0.01614310187948289, -0.04526080638090995, 0.015891107083194543], [-0.04526080638090996, 0.25836071711576786, -0.04641464904698683], [0.015891107083194543, -0.04641464904698681, 0.23745961936017904]]",0.14499202303279388,False,vbgmm,7.555023193359375
3,3,0,3,549,"[0.3685214950077052, 5.364106037147019, 5.271238231830742]","[[0.0030429873221290045, -0.0073647661789496685, -0.004974881292623224], [-0.007364766178949669, 0.04851137625393765, -0.006558769180388327], [-0.004974881292623224, -0.006558769180388326, 0.20315579671506254]]",0.1687343030435489,False,vbgmm,11.120218515396118
3,4,0,4,283,"[0.6903307465930654, 3.122544173701322, 3.8069352924759485]","[[0.041424386940205254, -0.0606990055268156, 0.015107004963268961], [-0.060699005526815605, 0.6082583459560662, -0.1350727808002679], [0.015107004963268963, -0.1350727808002679, 0.33560505270832]]",0.0873204389052125,False,vbgmm,5.308446407318115
3,5,0,5,361,"[0.6092187679985973, 4.811982901050143, 3.2763859658245833]","[[0.03032925281305697, -0.08001134874451715, 0.09536500514249045], [-0.08001134874451714, 0.23909488734193748, -0.21931986042180585], [0.09536500514249045, -0.21931986042180585, 1.737279248648449]]",0.1270124065540058,False,vbgmm,6.409616947174072
3,6,0,6,779,"[0.6576841656026371, 4.537475599704569, 5.586764737493048]","[[0.026538362320690706, -0.0579127391307306, 0.007975349979770775], [-0.05791273913073059, 0.18291908052921427, -0.021015447787548186], [0.007975349979770775, -0.02101544778754819, 0.06380078413619918]]",0.23089099883862704,False,vbgmm,25.11404299736023
3,7,1,0,225,"[0.45969696247870434, 5.467194671200831, 5.552197321721969]","[[0.009009339942944516, -0.0032531299863854867, -0.005642072417843453], [-0.0032531299863854867, 0.015080582689281408, -0.005167523354274865], [-0.005642072417843453, -0.005167523354274865, 0.0421187584836328]]",0.15601593159593768,False,vbgmm,4.723515033721924
3,8,1,1,248,"[0.61043699967091, 4.956143607110485, 5.849715088747152]","[[0.022465768068546037, -0.026234728001073106, 0.0002639743368056321], [-0.026234728001073106, 0.1137085486359845, -0.010816315968190491], [0.00026397433680563204, -0.010816315968190491, 0.007419093174772256]]",0.19048484242361394,False,vbgmm,4.564572334289551
3,9,1,2,133,"[0.6960418719458278, 5.368369989632993, 5.797396539712782]","[[0.017410799055350576, -0.006076668839242659, -0.00010494703686082064], [-0.006076668839242661, 0.02822768039688948, 7.761786382427518e-05], [-0.00010494703686082065, 7.761786382427517e-05, 0.011616141907696016]]",0.10371488233990878,False,vbgmm,4.143712043762207
3,10,1,3,176,"[0.8741252651987451, 5.427551149063836, 5.452037650836061]","[[0.006429270897191349, 0.0016077824714126438, -0.0027372355676302186], [0.0016077824714126436, 0.02139254111516759, -0.023814972474819788], [-0.002737235567630218, -0.023814972474819788, 0.04989946328568389]]",0.12884209185299536,False,vbgmm,4.275672435760498
3,11,1,4,96,"[0.7488350024344701, 5.175648829359108, 5.545753806985083]","[[0.014379723553342882, -0.008644040951815939, 0.0033462351266691248], [-0.008644040951815939, 0.04616846418027683, -0.02377624771258177], [0.0033462351266691256, -0.023776247712581775, 0.02917976401620158]]",0.09386559196581286,False,vbgmm,3.877868413925171
3,12,1,5,62,"[0.48025714193969016, 5.1605103816881055, 5.642795443710793]","[[0.010744872192511296, -0.0026820655078062007, 0.00015431673169668414], [-0.002682065507806201, 0.012459240921308136, -0.004945726553450324], [0.00015431673169668446, -0.004945726553450324, 0.013282654909360904]]",0.05071909513926579,False,vbgmm,3.515826940536499
3,13,1,6,236,"[0.6585611324597297, 5.608891426651643, 5.357138517187182]","[[0.027599630735886185, 0.0010552789626887599, 0.00929621522491433], [0.0010552789626887596, 0.005466095673897658, -0.0028435730708462645], [0.00929621522491433, -0.0028435730708462645, 0.0859198969069941]]",0.16874709884915567,False,vbgmm,4.7555437088012695
3,14,1,7,166,"[0.9109019226476215, 4.891812151172876, 5.8351283947024415]","[[0.00420592886490215, -0.00013403010853024397, 0.0012547200381194184], [-0.00013403010853024397, 0.13312056014171125, -0.014459421807660537], [0.001254720038119418, -0.01445942180766054, 0.009746759983439214]]",0.10761046583330992,False,vbgmm,4.486922025680542
3,15,2,0,100,"[0.4882337180196598, 2.9946253433902634, 4.959042479749603]","[[0.013039059200299357, 0.013575995328194838, 0.0061049282103584354], [0.013575995328194836, 0.428912701088989, -0.017458154227829047], [0.0061049282103584354, -0.017458154227829047, 0.13018841450333704]]",0.07256681419857738,False,vbgmm,4.083111047744751
