n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.677,10.09,20.68,2.5,2.7,1.0019066,2.9021454,4.321766,5.0170565,5.310258,5.460064,5.5708685,5.632369
