n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,split,gid,length_bin,sub_id
0.70642099,112.42230782,230.59997611,4.1,4.3,0.44237852,0.9068084,1.2729616,1.5629654,1.7961946,1.987854,2.148147,2.2862444,train,12,1,6
0.9519978,172.87575259,109.25644657,4.2,4.2,0.33756495,0.53852844,0.76001596,0.9623585,1.1548357,1.3334241,1.4992366,1.6538076,train,12,1,7
0.4485528217463288,6.896680115282711,91.44874766272582,4.418615341417679,4.693912047225032,1.151618480682373,3.938957691192627,6.865927219390869,9.348503112792969,10.82349967956543,11.200197219848633,11.209205627441406,11.219350814819336,train,12,3,18
0.5073670210498494,268.5736517418053,316.68466346731134,4.61655378,4.52429199,0.3583650588989258,0.5660781860351562,0.7192573547363281,0.8643612861633301,0.9955592155456544,1.1149373054504397,1.224602222442627,1.325303077697754,train,12,1,7
0.3173516441052472,6.503277509053192,54.10811662248302,4.290986178935848,4.623373521897873,1.2447333335876465,4.329190254211426,7.791373252868652,10.866317749023438,12.883384704589844,13.482288360595703,13.482749938964844,13.482769012451172,train,12,4,21
0.3388205935484987,9.194112249664109,32.60638624661496,4.242265740961491,4.564873423223109,1.2731895446777344,4.406113147735596,7.88269567489624,10.88690185546875,12.770771026611328,13.309675216674805,13.30979347229004,13.310205459594728,train,12,4,21
0.5671617120794601,40.087633389871705,45.90408781762509,4.8689310195361175,4.828211830779354,0.921442985534668,3.0098838806152344,4.885491847991943,6.131423473358154,6.739200115203857,7.024927616119385,7.192681789398193,7.300964832305908,train,12,3,19
0.3040419134892742,292.37128022528503,400.0,4.16495085,4.33869934,0.3636693954467773,0.6015262603759766,0.7118563652038574,0.7967109680175781,0.8716468811035156,0.938490867614746,0.9987802505493164,1.0547561645507812,train,12,0,3
0.95105099,191.73423776,306.70800258,4.27443832,4.68488943,0.30797243,0.42091417,0.57411623,0.71319437,0.85310745,0.98073673,1.10133362,1.21675539,train,12,0,1
0.98485196,294.27242291,390.89322884,4.8,4.7,0.27745008,0.29202986,0.38367414,0.45680094,0.55369043,0.6250882,0.69843435,0.77516985,train,12,0,0
0.30019556,10.93819243,134.71801467,4.76898653,4.600334,1.13230324,3.73777246,6.42709589,8.67918205,10.00611115,10.29191017,10.31785774,10.33436394,train,12,3,18
0.7759666683130144,28.678469687615625,130.41976263141,4.594249841574134,4.202500189718573,0.7478690147399902,2.1804075241088867,3.361298084259033,4.063677310943604,4.44641637802124,4.680831432342529,4.842584133148193,4.967930316925049,train,12,2,12
0.47215032,80.1123093,314.2401831,4.2,4.1,0.5725074,1.5060453,2.2717957,2.6931262,2.8482394,2.9105358,2.9568672,2.99888,train,12,2,14
0.6353802452661512,5.566886082195866,1.6743371474720024,4.503651026634671,4.190785979786738,1.2908077239990234,4.287140846252441,7.200016021728516,9.286242485046388,10.423237800598145,10.925525665283203,11.224247932434082,11.545857429504396,train,12,3,16
0.96552074,284.98001099,54.29369736,4.0246377,4.89593887,0.3002162,0.40047455,0.57322359,0.72338295,0.87851906,1.02246094,1.15928888,1.29293823,train,12,0,1
0.79700482,277.35647269,371.74795344,4.3,4.2,0.26652002,0.31343222,0.40722513,0.47878218,0.56681633,0.6432662,0.71547174,0.7857504,train,12,0,0
0.66748044,65.26644553,227.2452808,4.8,4.5,0.6009631,1.6103168,2.4700499,3.022791,3.34054,3.5430098,3.6935349,3.8144922,train,12,2,12
