n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,gid,basin_k,sub_id
0.93105476,121.88310664,346.68745718,3.7,3.8,0.2888415,0.44038606,0.5915234,0.72992444,0.8584006,0.97557616,1.0825899,1.1808903,6,2,14
0.77532067,160.13439566,104.39051753,3.53462975,3.47020217,0.32866907,0.58710051,0.82295179,1.03400135,1.22222042,1.39074612,1.54148102,1.67713118,6,2,16
0.83543463,224.8710636,145.02734199,3.2,3.1,0.21087456,0.32479572,0.45295525,0.571769,0.6810968,0.7855704,0.88377714,0.97649336,6,2,9
0.58926989,164.99208338,160.94729401,3.39037756,3.38773562,0.36546826,0.69645405,0.95384693,1.16538048,1.34106588,1.49040937,1.61918688,1.73103857,6,6,39
0.96960554,280.91655178,302.77665703,3.9,3.9,0.22820592,0.26592374,0.35962415,0.42891955,0.5067265,0.5908406,0.66672254,0.7387583,6,5,33
0.84206002,270.37725423,58.10045077,3.62259522,3.13479912,0.21768379,0.32666731,0.46284986,0.58827186,0.70130563,0.81244588,0.9178288,1.01800323,6,2,12
0.82395168,78.34236404,182.46985032,3.3,3.9,0.41007876,0.8403404,1.1834614,1.4556701,1.6736476,1.8519857,2.0010269,2.1281312,6,6,41
0.75629186,154.52210019,32.75269186,3.4,3.5,0.36138368,0.6854689,0.9710696,1.2217705,1.4409163,1.6334555,1.8027537,1.9525731,6,2,16
0.88529106,284.02682906,198.58983755,3.7,3.7,0.22917509,0.2980945,0.4080932,0.50589633,0.60091424,0.6959355,0.78360534,0.86831737,6,2,9
0.59379979,84.91499236,322.75094113,3.3,3.1,0.3923962,0.80130196,1.080996,1.2570543,1.3798242,1.4756546,1.5525131,1.6151414,6,6,39
0.93257341,94.04299097,240.80058085,3.8,3.2,0.32985687,0.59876585,0.8394098,1.0526338,1.2401338,1.4061823,1.5526304,1.6824512,6,2,11
0.60687039,67.36585155,96.96571362,3.3,3.3,0.59677315,1.5444043,2.2355645,2.607682,2.8203008,2.9712965,3.0907152,3.1949947,6,6,45
0.47043332,86.49488068,144.83985901,3.55030847,3.24733829,0.59055662,1.53675365,2.23310184,2.56770754,2.72025776,2.81834459,2.89817429,2.96683073,6,4,26
0.75791504,210.72031546,324.9581235,3.0,3.9,0.19723582,0.2579353,0.34553504,0.41872334,0.48071647,0.5409868,0.5985358,0.6528127,6,7,46
0.577484,108.109956,16.479777,3.5,3.0,0.52105927,1.23946595,1.76631474,2.09668946,2.32462573,2.50083756,2.64742208,2.77406764,6,6,44
0.59591342,6.91254781,102.2270948,3.3,3.2,1.0303059,3.126925,5.029359,6.1808825,6.575568,6.680889,6.711851,6.7147846,6,3,24
0.30563966,53.5084599,243.58681589,3.58202233,3.92685463,0.75541997,2.2667315,3.61312938,4.39819241,4.58267307,4.58525848,4.58531189,4.58596516,6,3,17
0.95861359,124.40106246,11.64824847,3.0,3.8,0.30776572,0.57096696,0.82176137,1.0474784,1.2514412,1.4355853,1.6017163,1.7516539,6,2,10
0.30447233,85.19330092,46.35294649,3.5,3.8,0.8787811,2.6181033,4.1069565,4.944062,5.249996,5.357071,5.40641,5.4399385,6,3,17
0.95729723,43.84048028,266.52718449,3.2,3.1,0.38739514,0.80073905,1.1200871,1.3641434,1.5525846,1.7021599,1.8238072,1.9255753,6,6,43
0.90180712,176.45650067,377.38529241,3.7,3.0,0.20398808,0.27835393,0.37630367,0.46521354,0.5438173,0.6206224,0.69319105,0.76196766,6,2,13
0.31374583,6.22928331,61.15189532,3.17431043,3.03611853,1.1824429,3.65699792,6.20999432,8.1739645,9.01568222,9.06332016,9.06384945,9.06426334,6,3,19
