n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,gid,basin_k,sub_id
0.91785172,4.20724476,383.80099418,6.8,2.2,0.58193827,1.9729424,3.4556732,4.6182423,5.238848,5.290005,5.2911973,5.292515,20,0,5
0.70722189,131.40641833,208.48346379,6.9,2.9,0.3742218,0.8563895,1.2903867,1.6652055,1.9831848,2.2535596,2.4849072,2.6846046,20,6,24
0.60907776,118.57746066,387.07231169,6.56890575,2.30670184,0.18918657,0.24975157,0.31294012,0.34879589,0.38206625,0.4103775,0.43392849,0.4564147,20,7,-1
0.79909679,217.12657479,123.50362382,6.36752995,2.43332486,0.18827105,0.29871845,0.4218812,0.52413034,0.62064981,0.71176004,0.79842567,0.87997246,20,1,-1
0.56912596,237.64457898,139.32040425,6.4,2.7,0.31327248,0.6477678,0.94219446,1.2098653,1.4492376,1.6634529,1.8542168,2.0248592,20,1,-1
0.9020972,16.83967226,214.97469886,6.7,2.7,0.64481497,2.0045784,3.3432357,4.280525,4.7729883,4.985341,5.0899467,5.160404,20,3,7
0.35307904,189.60666361,128.03358834,6.80269461,2.96338653,0.45788193,1.0107913,1.40368891,1.62338972,1.76309633,1.87172937,1.96135283,2.03964281,20,5,17
0.91752148,15.97243881,17.93389893,6.84545994,2.58605957,0.74111986,1.92019081,2.74146366,3.26113415,3.63993073,3.94447422,4.19902992,4.40684414,20,3,12
0.70610522,42.18872789,306.57111979,6.2,2.4,0.48072195,1.4103727,2.303169,2.904504,3.2321756,3.4004219,3.5011237,3.5771916,20,3,9
0.44493686,131.3405336,189.1758716,6.2,2.9,0.5242739,1.5406156,2.5263238,3.1915221,3.5450587,3.7156143,3.8245716,3.913835,20,3,9
0.78955928,88.49553601,269.4655803,6.1,2.8,0.37999701,0.8773143,1.3131299,1.6753402,1.9725904,2.2190623,2.4256039,2.6023755,20,6,24
0.49765263,261.01148963,224.2501809,6.4,2.5,0.27289534,0.5487523,0.78437614,0.9995539,1.1945462,1.3707337,1.5297427,1.6739116,20,1,-1
0.53925355,68.22516098,108.37017055,6.3,2.8,0.6731806,2.1407728,3.597268,4.591621,5.0579166,5.225013,5.3066864,5.3686666,20,3,13
