n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.6032,12.78,29.086,2.5,2.7,0.9903648,2.8908134,4.3361797,5.033299,5.2975254,5.431176,5.502817,5.553296
