n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,source_pool,source,split,gid,length_bin,sub_id
0.54319747,61.71154117,316.71863953,2.2,3.8,0.32256007,0.5894792,0.72063947,0.7884066,0.8370354,0.8745158,0.90366673,0.9283817,v6_1_train,orig_train,train,1,1,7
0.47730083,240.44894931,154.81146174,2.9,3.7,0.28870416,0.477803,0.6274903,0.75644565,0.86923194,0.96980405,1.0595825,1.1407044,v6_1_train,orig_train,train,1,1,8
0.60403229,221.98339302,269.68486113,2.8,3.8,0.20944858,0.2907846,0.38443732,0.4602468,0.52769256,0.5917051,0.65080047,0.7056663,v6_1_train,orig_train,train,1,1,6
0.38385947,172.2079401,389.21265824,2.5,3.6,0.22899294,0.28872657,0.3284123,0.3565786,0.38079715,0.40394378,0.42437863,0.44272828,v6_1_train,orig_train,val,1,1,9
0.72390273,288.50708079,365.73976387,2.2,3.3,0.11527681,0.12443161,0.1428833,0.15454912,0.18415833,0.19152308,0.20184255,0.21713853,v6_1_train,orig_train,train,1,0,1
0.42521086,55.42595881,323.86681889,2.2,3.3,0.3691039,0.7302301,0.88309216,0.90898395,0.9257672,0.939955,0.9515736,0.9617336,v6_1_train,orig_train,train,1,1,7
0.97610307,11.76338857,294.33546665,2.5,3.4,0.4676926,1.0973063,1.5077119,1.6835198,1.7399392,1.7597699,1.7719345,1.7810535,v6_1_val,orig_train,train,1,2,14
0.85328669,136.36312905,307.42744932,2.7,3.9,0.20831466,0.3074062,0.41496062,0.50542617,0.5867779,0.6621659,0.73127437,0.7952597,v6_1_train,orig_train,train,1,1,5
0.3027319,146.51384526,349.05295186,2.08755616,3.38900681,0.33000302,0.68042111,0.88071847,0.96781278,1.0225637,1.06600833,1.10242534,1.13628912,v6_1_train,orig_val,train,1,1,7
0.92677659,154.3412351,77.07760618,2.2,3.5,0.18474841,0.31714892,0.44855475,0.57104087,0.6847284,0.7910521,0.8901527,0.9821937,v6_1_train,orig_train,train,1,1,5
0.59325433,35.3340683,283.38708496,2.94347429,3.74941301,0.5957396,1.6531601,2.47845411,2.86085176,2.94979763,2.96890593,2.98474264,2.99974918,v6_1_train,,,1,2,14
0.749034398989956,28.62943019258955,1.4204885538074443,2.082414620181799,3.3380639770623666,0.7027623653411865,2.016253709793091,2.891160726547241,3.3339455127716064,3.585695505142212,3.7661964893341056,3.910003900527954,4.032049179077148,,,,1,3,16
0.86697557,56.37780309,185.25835389,2.0,3.4,0.2721274,0.5124984,0.7002158,0.85144424,0.97493505,1.0772567,1.1626635,1.235848,v6_1_train,orig_train,val,1,2,13
0.7928150432170069,1.614204661984363,40.56239864680679,2.222191292055529,3.474076312952501,1.1081316471099854,3.6045188903808594,6.100117206573486,7.7911200523376465,8.539909362792969,8.735044479370117,8.758548736572266,8.769750595092773,,,,1,4,23
0.6658936147643668,27.5348264167834,0.0097867486252967,2.73388795333811,3.193879490389029,0.8430962562561035,2.4693057537078857,3.643656492233277,4.23898983001709,4.539243698120117,4.733186721801758,4.873258590698242,4.994969367980957,,,,1,3,16
0.83357635,192.33010481,39.43321516,2.2,3.3,0.18010664,0.3069725,0.43296576,0.5503087,0.6598704,0.76225877,0.85831666,0.948015,v6_1_train,orig_train,train,1,1,5
0.89146396,87.11026752,350.94104829,2.2,3.4,0.17484808,0.24651313,0.31583953,0.373909,0.42526293,0.47055054,0.51140547,0.5481751,v6_1_test,,,1,1,6
0.89295214,9.16752625,47.54911041,2.21216393,3.80550885,0.84259081,2.54666185,3.86105061,4.52550697,4.82003784,4.97634363,5.08050489,5.16265011,v6_1_test,,,1,3,18
0.42522187,239.63446809,253.81353102,2.2,3.7,0.17572021,0.2238555,0.27381778,0.3163159,0.3523171,0.38545156,0.41635537,0.4451053,v6_1_train,orig_train,val,1,1,9
0.36924762,68.08502622,258.97649829,2.0,3.4,0.37673998,0.77036333,0.93987083,0.9732704,0.9945259,1.0122695,1.027267,1.0404205,v6_1_train,orig_train,val,1,1,7
