n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.4396,14.222,19.615,2.5,2.7,1.0964038,3.2952757,5.189465,6.2459,6.565529,6.650815,6.708604,6.746876
