mode,material,setup,idx,H,W,gid,theta_n,theta_eta,theta_sy,objective,opt_s,sub_ids,basins,y8,raw_wrms_total,selector_mode
single,Sesame,ref_Sesame_4.2_4.0_1,1,4.2,4.0,12,0.7850154803664544,12.718943330964045,34.01950101268512,0.00041097949552682304,5.251834392547607,[16],[3],7.046840357077391,0.005502515585430869,shape
single,Sesame,ref_Sesame_2.0_2.9_2,2,2.0,2.9,0,0.3095783288885645,16.364670909804616,9.291190795740025,0.0017181794483572836,5.06554102897644,[18],[3],4.784753079123746,0.014408522306156723,shape
