n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,split,gid,length_bin,sub_id
0.95606714,299.42742672,28.41612431,2.2,4.0,0.14598894,0.20474482,0.281641,0.36669636,0.44086647,0.51335,0.58479357,0.6538682,train,2,0,4
0.68418225,23.956995,135.60521686,2.2,4.4,0.59067154,1.5069647,2.0960712,2.383541,2.5443525,2.645321,2.7211723,2.7814717,train,2,2,10
0.79277994,67.20135625,204.50269612,2.8,4.1,0.38125992,0.7834096,1.0883298,1.3174639,1.4929876,1.6358886,1.7533646,1.8524423,train,2,1,7
0.83813253,118.78416671,7.26810446,2.9,4.5,0.3628416,0.72069454,1.033051,1.3051109,1.540122,1.7441301,1.920826,2.076232,train,2,1,7
0.79310465,31.56603432,336.32281494,2.13088226,4.28960562,0.42308807,1.1056602,1.64105248,1.94673705,2.10869861,2.20514798,2.27411675,2.32893109,train,2,1,5
0.87403103,15.92978907,283.48490857,2.2,4.1,0.41863394,0.9333229,1.2478194,1.3691392,1.4082112,1.4282465,1.442894,1.4540725,train,2,1,5
0.75521653,140.28539185,389.18077871,2.5,4.0,0.17764235,0.22929192,0.29536343,0.3418541,0.3831315,0.42256546,0.45800972,0.49059916,train,2,0,2
0.339055483452887,9.334107638883529,29.08721121336892,2.47953403,4.76412492,1.180377960205078,4.000077247619629,7.334305286407471,10.441421508789062,12.499505996704102,13.205976486206056,13.209692001342772,13.210161209106444,train,2,3,18
0.67066276,11.98533249,363.71740723,2.21029711,4.62048912,0.57141209,1.80737495,2.91104126,3.53664398,3.61332989,3.61652231,3.61734819,3.61783218,train,2,2,12
0.66378144,128.18192864,4.35180779,2.4,4.3,0.35424328,0.7363763,1.041769,1.2897072,1.4918284,1.6617355,1.8067894,1.9327798,train,2,1,7
0.72989047,146.81784058,367.9543457,2.61270332,4.67834473,0.25554657,0.43757415,0.59843397,0.74608421,0.8808279,1.0038476,1.11600852,1.21826982,train,2,1,6
0.45158067,19.56836891,9.79519558,2.18266773,4.37056923,1.076967,3.47276258,5.94551039,7.72603941,8.51770401,8.67474365,8.69992065,8.71657562,train,2,2,13
0.5725667,2.99192768,91.56693773,2.5,4.5,1.10995078,3.59304762,6.30613518,8.60011101,9.92181587,10.16018963,10.16026878,10.16026878,train,2,3,15
0.87476474,289.22755324,353.71229861,2.449433,4.25957139,0.15513921,0.18645763,0.25009537,0.31726718,0.37140656,0.42622662,0.48208094,0.53545094,train,2,0,0
0.40459824,57.70414925,181.88374821,2.6,4.8,0.60661983,1.5926766,2.2805161,2.54704,2.633503,2.6734614,2.7057314,2.734579,train,2,2,10
0.46964864,238.66656005,195.45513115,2.1,4.0,0.16913319,0.22701168,0.2886529,0.3428688,0.3890829,0.43191195,0.4715271,0.50875854,train,2,0,4
0.6922915,236.8004303,137.16096497,2.63682079,4.51046371,0.25600481,0.43179631,0.60931039,0.7732017,0.92558694,1.06762409,1.19903541,1.3214426,train,2,1,6
0.68883263,197.88336006,357.3504746,2.46192525,4.86001192,0.214432,0.34264612,0.46773696,0.58365059,0.69262886,0.79488039,0.89040875,0.9805305,train,2,1,6
0.59985612,11.6525323,175.73409562,2.4,4.5,0.72945404,2.010354,2.923039,3.318396,3.4648361,3.512331,3.5166478,3.518062,train,2,2,10
0.37172601,8.51552319,7.27775975,2.44053566,4.75626233,1.23406172,4.16890526,7.65633821,10.84212303,12.9074688,13.51109505,13.51452637,13.5167141,train,2,3,18
0.46898937,300.0,82.87132391,2.0,4.42807075,0.23107505,0.42566085,0.59915018,0.75648999,0.89948034,1.03004932,1.14836931,1.2564826,train,2,1,6
0.93313651,118.16433467,220.1177599,2.05055163,4.237064,0.20695639,0.37232518,0.5388,0.69479108,0.84001517,0.97532058,1.10064435,1.21656513,train,2,1,6
0.31107724,198.01550245,390.46696227,2.8,4.0,0.27196217,0.37081528,0.40716982,0.44056845,0.46413803,0.48665047,0.5091686,0.5295248,train,2,0,2
0.43340858,91.34356668,3.13206337,2.5,4.5,0.73466039,2.28760719,3.60608101,4.32638741,4.58838177,4.69218636,4.76964283,4.83967447,train,2,2,12
0.38470036,220.90198967,65.90563441,2.1,5.0,0.27293634,0.4861498,0.6361499,0.75842047,0.86032724,0.94806623,1.0250807,1.0930362,train,2,1,6
0.72608228,47.02846502,343.4581984,2.8,4.3,0.38628674,0.7815399,1.037497,1.1844344,1.2774787,1.3440828,1.3955116,1.438024,train,2,1,9
0.56445205,229.24783325,71.87995911,2.64055061,4.32211399,0.32625294,0.63696098,0.89785719,1.12567163,1.32339835,1.49634314,1.64932775,1.78533602,train,2,1,7
0.39036496,284.5229762,309.55362441,2.4,4.1,0.16521692,0.18970871,0.2366581,0.26259756,0.28363323,0.30732298,0.32745552,0.3453741,train,2,0,3
1.0,171.3467865,251.11656189,2.0,4.98041773,0.15227103,0.25117254,0.35879898,0.46770501,0.57178903,0.67277217,0.77117968,0.86618948,train,2,1,6
0.99262881,71.81582642,270.14624023,2.45465016,5.01948786,0.30433798,0.61667681,0.89850068,1.15294099,1.37752962,1.57589197,1.75037622,1.90462208,train,2,1,7
0.30508114,223.75826256,396.25147209,2.75053336,4.82261029,0.34032297,0.70751405,0.94633436,1.09421515,1.1979332,1.28155804,1.35426855,1.41586828,train,2,1,7
0.75370351,24.17517499,26.85303252,2.4,4.9,0.7175503,1.8682117,2.6491418,3.10927,3.418911,3.6525192,3.8394976,3.9975138,train,2,2,14
0.66962901,248.3928512,238.61243116,2.9,4.7,0.21194553,0.29421282,0.39309883,0.47915745,0.5549879,0.6286092,0.6951375,0.75911665,train,2,1,8
0.69246868,52.63853027,267.1395903,2.06248849,4.58228962,0.41972232,1.11744261,1.68457031,2.02827954,2.22816348,2.36400628,2.46625447,2.54813504,train,2,2,14
0.57204732,73.25439981,316.9890511,2.1,5.0,0.26256084,0.4291253,0.51684856,0.5784416,0.62913275,0.66917276,0.7009177,0.7266393,train,2,1,9
0.52199078,120.26556899,9.35377532,2.3,4.2,0.433393,0.97820234,1.3718705,1.6305046,1.815177,1.9652877,2.0909214,2.196463,train,2,1,7
0.35541561,124.42351052,45.18324079,2.6,4.4,0.5891986,1.5218396,2.1624284,2.458856,2.6136942,2.7229233,2.811152,2.8882155,train,2,2,10
0.35921395,53.17739641,94.86785483,2.1,4.1,0.6514697,1.7229548,2.4018283,2.6793504,2.7986636,2.8604236,2.9046736,2.943232,train,2,2,10
0.5339744779934884,101.30129983646668,350.4412703442587,2.3,4.4,0.3511064052581787,0.8186590671539307,1.1726903915405271,1.403125286102295,1.55928373336792,1.6788408756256104,1.77610182762146,1.8550474643707275,train,2,1,5
0.940927,42.035154,26.056954,2.0,4.0,0.45916462,1.12685776,1.64126396,2.01656342,2.30314016,2.5331068,2.72324657,2.88587761,train,2,2,11
0.3437018,174.85725747,241.75755513,2.8,4.7,0.37273836,0.7158961,0.9112029,1.0216064,1.1027942,1.1685567,1.2255421,1.2739573,train,2,1,9
0.86550061,149.31013459,247.40272954,2.5,4.0,0.1910677,0.28996754,0.3973627,0.489491,0.5741768,0.6530733,0.72594976,0.7936263,train,2,1,8
0.39159349,49.36786321,121.06659237,2.35809035,4.90923221,0.78619576,2.59101677,4.34747887,5.55393744,5.9888916,6.01415825,6.01692772,6.01964951,train,2,2,13
0.5786269,95.81781642,41.44413318,2.1,4.3,0.39752197,0.87565756,1.2211237,1.4542956,1.6261034,1.7661805,1.8858795,1.985323,train,2,1,7
0.73293649,219.18669278,146.30225233,2.6,5.0,0.20395184,0.32012177,0.4405508,0.54951096,0.6455717,0.7379346,0.8239465,0.9049411,train,2,1,6
0.59114861,72.40801239,129.30160522,2.13136315,4.25398922,0.50627565,1.41155267,2.10655427,2.48134255,2.68440747,2.82236743,2.93123507,3.02279592,train,2,2,14
0.65285567,223.5560695,22.49712352,2.80196597,4.04130808,0.31617999,0.58350921,0.82758904,1.04644847,1.24213076,1.41787291,1.57584763,1.71866512,train,2,1,6
0.45321555,287.27689749,221.09569062,2.9,4.6,0.2451353,0.35082102,0.4433794,0.52527666,0.59708834,0.6636152,0.72387743,0.7805176,train,2,1,8
0.59919092,183.28039884,152.49711885,2.7,4.9,0.28374434,0.49632502,0.6670332,0.8170929,0.9473548,1.0635128,1.166976,1.2597456,train,2,1,6
0.33456454,100.26763387,168.58284642,2.3,4.6,0.47026348,1.1160488,1.501843,1.6282306,1.6830549,1.7260933,1.7645807,1.7976637,train,2,1,5
0.82643473,243.83438031,168.44959775,2.0354914,4.57489286,0.15244818,0.2456646,0.34874582,0.45248652,0.55041838,0.64574862,0.73750663,0.8263917,train,2,1,6
0.41830226,284.24914971,196.96670461,2.7,4.0,0.23707104,0.34104967,0.4337449,0.5109005,0.5790181,0.6420474,0.70082855,0.75478554,train,2,1,8
0.38692588,18.08221817,44.37080002,2.01719522,4.70367908,1.02941132,3.37635612,5.93546247,8.05112076,9.2148838,9.40077972,9.4011116,9.40115547,train,2,3,16
0.58156782,29.0314712,114.66374355,2.87436987,4.30649434,0.82887888,2.58273697,4.12785721,5.03420115,5.3519187,5.44092798,5.47944593,5.50626135,train,2,2,12
0.63172019,69.24902269,152.48246074,2.7,5.0,0.48088694,1.1154346,1.5833893,1.8640332,2.0478005,2.1856112,2.2986054,2.3930016,train,2,1,5
0.42429115,74.10145447,299.84630085,2.9,4.5,0.48817158,1.1418262,1.5796895,1.7374825,1.7824011,1.8132443,1.8402805,1.8646107,train,2,1,5
0.70704038,60.90241189,68.00199857,2.8,4.2,0.5348549,1.2872801,1.845623,2.193956,2.431549,2.6123452,2.761795,2.8909807,train,2,2,11
0.6753773,204.14809981,41.65768361,2.8,4.3,0.28180695,0.5003309,0.69869184,0.876256,1.0357633,1.1797595,1.31004,1.428308,train,2,1,6
0.71447505,139.3138387,276.91245785,2.1903566,4.56699271,0.25027323,0.47135353,0.66501546,0.84000421,0.99709034,1.13854194,1.26404357,1.37756824,train,2,1,6
0.73816066,32.17736006,88.95474312,2.28654649,4.0557654,0.64760637,1.89008641,2.82201552,3.29991317,3.5379293,3.68669868,3.80110383,3.8961041,train,2,2,14
0.87249074,131.16020965,138.99891351,2.7,4.7,0.26380968,0.46619987,0.65255594,0.82052994,0.9718504,1.1089749,1.233243,1.3464532,train,2,1,6
0.59237995,46.28465446,22.33411021,2.9,4.2,0.76040745,2.0823107,3.0277853,3.5369325,3.830337,4.0317435,4.1832767,4.309501,train,2,2,14
0.99375874,132.08693141,96.72158922,2.6,4.1,0.23051119,0.4031496,0.5770159,0.73374987,0.8781862,1.0119457,1.1355834,1.2493129,train,2,1,6
0.99567586,240.78683839,18.32192819,2.2,4.2,0.15984821,0.24167871,0.34488678,0.4458866,0.53838587,0.62861395,0.7155528,0.79899216,train,2,1,6
0.41523309,270.02605514,219.98058269,2.8,4.9,0.25342083,0.37728834,0.47135973,0.553833,0.62462664,0.6900101,0.7479911,0.80249214,train,2,1,8
0.5234173572252687,3.651078575084495,91.34799108517012,2.20520067,4.29760933,1.0195708274841309,3.416579246520996,6.056772708892822,8.25273323059082,9.448144912719728,9.657577514648438,9.657722473144531,9.657722473144531,train,2,3,15
0.52720666,198.89553226,305.13894255,2.3,4.1,0.17212296,0.22055244,0.27766562,0.3182907,0.3543496,0.38994694,0.4209633,0.44993258,train,2,0,2
0.56371317,163.92898632,2.62985787,2.00165542,4.79890021,0.36848021,0.88892555,1.32575345,1.65826106,1.91687369,2.12608814,2.30042458,2.45004654,train,2,1,7
0.9967415,87.60701573,174.75367504,2.6,4.1,0.26138115,0.4737401,0.6659889,0.8358569,0.9875703,1.1228557,1.243752,1.3520947,train,2,1,6
0.83741839,28.76339208,10.16794099,2.7,4.0,0.67570543,1.725996,2.4674883,2.9156747,3.2199402,3.4550385,3.6464696,3.8082619,train,2,2,14
0.56961215,118.07563071,356.23549055,2.5,4.6,0.25192595,0.38937092,0.47159624,0.5390153,0.59449005,0.64264965,0.68608856,0.723547,train,2,1,8
0.98006496,101.25713173,306.98533549,2.5,4.3,0.2005353,0.30959082,0.41937828,0.5118823,0.59578323,0.67230463,0.7419772,0.80578184,train,2,1,8
0.92149945,263.84033326,235.99564084,2.1,4.0,0.10882807,0.1431632,0.17959166,0.22667313,0.2630787,0.29681873,0.33037424,0.36514235,train,2,0,4
0.38253584,117.24682428,294.47062267,2.2,4.5,0.2930832,0.4914484,0.5788436,0.63432884,0.6799464,0.71604395,0.74723625,0.77378225,train,2,1,9
0.5279997226175871,138.89876134779814,395.3852918946461,2.3,4.0,0.2684156894683838,0.4872136116027832,0.6388018131256104,0.7633683681488037,0.8687293529510498,0.9598767757415771,1.0391638278961182,1.1099731922149658,train,2,1,6
0.83185873,110.02965274,20.347963,2.9,4.4,0.3748622,0.75780535,1.0849118,1.3642006,1.6011963,1.8039284,1.9780097,2.1303778,train,2,1,7
0.75907392,172.9768553,9.09061648,2.2,4.9,0.22903872,0.42198133,0.59971285,0.7597871,0.9059868,1.0395856,1.1608286,1.2719865,train,2,1,6
0.87119903,191.64210566,210.04826862,2.4806647,4.35903894,0.20910621,0.33566213,0.47737384,0.61001921,0.73495579,0.85390711,0.96659398,1.07345462,train,2,1,6
0.56402104,103.99153745,308.61430684,2.5,4.9,0.29763937,0.5223808,0.65661716,0.7564788,0.8368335,0.9031887,0.959682,1.0076885,train,2,1,9
0.56821265,39.21615663,206.34711817,2.0,5.0,0.57770586,1.83546591,2.97037458,3.61711788,3.81097412,3.84652328,3.87183189,3.89524746,train,2,2,12
0.94202295,72.39891305,330.33082719,2.59147447,4.15283765,0.30107689,0.57164097,0.80385447,1.00682902,1.18303323,1.33585024,1.46939397,1.58605981,train,2,1,7
0.71020104,18.11471794,4.41805421,2.99,4.5,0.992239,3.08158064,4.93887758,6.05883598,6.53432178,6.74412727,6.87030602,6.96393108,train,2,2,12
0.97292186,251.66345795,224.8802449,2.2,4.2,0.13531876,0.15918684,0.21294355,0.26876736,0.31342554,0.3582692,0.40270376,0.4444542,train,2,0,0
0.77211335,232.80629564,11.94592301,2.7,4.1,0.23156357,0.387033,0.5512543,0.6984062,0.83444834,0.9624276,1.0814872,1.1926408,train,2,1,6
0.53998277,175.84420116,150.22758773,2.1,4.4,0.2185092,0.35469437,0.4686694,0.56630516,0.6513605,0.72736645,0.7952604,0.8581095,train,2,1,8
0.70999164,247.82581804,117.27985953,2.1,4.8,0.14635468,0.2166605,0.29903316,0.371634,0.4391284,0.50287676,0.56370926,0.62090445,train,2,0,4
0.40876208,172.88469378,376.28581602,2.4,4.6,0.21001911,0.26983118,0.31315565,0.34289074,0.36691666,0.38736486,0.40958023,0.4279294,train,2,0,2
0.7954407,189.39241653,338.44615223,2.18887989,4.47299594,0.1738236,0.26761985,0.37226796,0.47063923,0.56224728,0.64988875,0.73311949,0.81236553,train,2,1,6
0.74033308,42.9123431,340.80859526,2.35316754,4.75893768,0.42827177,1.12052321,1.68958902,2.04047251,2.23900652,2.36533403,2.45636082,2.52895164,train,2,2,14
0.999956,186.49711998,400.0,2.00360882,4.57935803,0.12638378,0.17921114,0.24508286,0.31555438,0.38000321,0.44326377,0.50423169,0.56350684,train,2,0,4
0.73737952,190.37858695,169.93919959,2.2,4.9,0.17256832,0.26742077,0.3660884,0.4481907,0.5272312,0.6008706,0.66812277,0.7312422,train,2,1,6
0.51638398,87.26533672,397.5043454,2.0,4.9,0.19625235,0.2405858,0.27623224,0.29674387,0.31187057,0.32461882,0.33504152,0.344172,train,2,0,3
0.77264284,121.82710934,83.80024559,2.9,4.4,0.35116053,0.68546677,0.96642256,1.2071786,1.4124899,1.5894995,1.7430258,1.8771749,train,2,1,7
0.41677874,139.65411377,151.45613098,2.41000342,4.36065769,0.47983003,1.30085564,1.94981265,2.29917359,2.47182202,2.58504319,2.67647052,2.75488782,train,2,2,14
0.36960741,82.1480257,249.91800634,2.6,4.7,0.48301268,1.13942,1.5532613,1.6813798,1.7184958,1.7482591,1.7749877,1.7989192,train,2,1,5
0.63959752,32.14881683,78.67019015,2.0,4.9,0.58214474,1.4592366,2.0172415,2.320054,2.5101242,2.6501637,2.7605348,2.8512301,train,2,2,14
0.63082569,210.24246828,201.4648072,2.8,4.5,0.2385807,0.3688035,0.492074,0.6015372,0.69863176,0.7885976,0.8712373,0.9481306,train,2,1,8
0.69738103,124.96604679,126.12350468,2.0,4.82866829,0.30717278,0.67923951,1.00276351,1.27947807,1.51335359,1.71225643,1.88248062,2.02964163,train,2,1,7
0.99590415,140.7046051,353.05856323,2.29246116,4.30056,0.17548466,0.27207613,0.38316751,0.48807001,0.58579206,0.67944264,0.76813579,0.85213065,train,2,1,6
0.44924329,92.59870794,322.47381535,2.9,4.7,0.42071438,0.87810755,1.1586013,1.2837534,1.353909,1.4067683,1.4511771,1.4884396,train,2,1,9
0.35188813,201.79906448,331.76794405,2.4,4.6,0.22158718,0.29452372,0.3404646,0.3739786,0.40235138,0.4270873,0.4518814,0.47297,train,2,0,2
0.6422199,290.78771973,275.57772827,2.56571245,5.01826382,0.20481944,0.30600524,0.41904736,0.52208853,0.62245965,0.71864414,0.81003284,0.8971076,train,2,1,8
0.33438021,228.16291707,53.94436286,2.3,4.2,0.3370633,0.655571,0.8606963,1.004694,1.1175728,1.2108727,1.292109,1.3621216,train,2,1,7
0.33957215,255.55111623,345.91454428,2.59014187,4.90987325,0.29921055,0.59037161,0.78046989,0.92488837,1.0438118,1.14516234,1.23267055,1.31120753,train,2,1,7
0.39740592,209.68177795,158.09687805,2.75115395,4.53938246,0.4226284,1.00563598,1.46175241,1.75350761,1.94865036,2.09459734,2.21490431,2.31705427,train,2,1,5
0.42927637,254.37194625,322.51047861,2.1,4.5,0.1294775,0.14169216,0.1746068,0.20197678,0.21186495,0.22305536,0.23679686,0.2497096,train,2,0,3
0.32761457,37.49864444,160.77133066,2.9,4.3,0.8127947,2.3365154,3.5874796,4.20984,4.410265,4.462734,4.47124,4.475127,train,2,2,12
0.30981425,121.71532028,333.78689215,2.25914972,4.0012058,0.42135453,1.08851099,1.58111358,1.78680062,1.83345199,1.86127973,1.88622499,1.90860295,train,2,1,5
0.99566048,246.79426575,19.55327797,2.02010012,4.48614788,0.14888048,0.2498939,0.35396814,0.46702242,0.57528543,0.67972994,0.78186584,0.8815527,train,2,1,6
0.34980788,179.98967501,270.14874427,2.8,4.9,0.34535027,0.6255269,0.7748661,0.87071276,0.94444036,1.0055184,1.057313,1.1031165,train,2,1,9
0.30375971,177.62123031,253.99439596,2.4507552,4.85911448,0.43920755,1.20418787,1.85407543,2.21125555,2.35064077,2.41717148,2.47096872,2.51916361,train,2,2,14
0.4238676,9.92521133,57.80797116,2.5,4.5,1.13672757,3.67164612,6.43459034,8.75588608,10.03345776,10.2682209,10.26835251,10.26835251,train,2,3,16
0.48063594,133.34509277,0.5093115,2.26915359,4.66309404,0.53408647,1.52210402,2.31969428,2.76622844,3.01308417,3.18630576,3.32628751,3.44358993,train,2,2,14
0.97800816,213.13846987,332.91260372,2.6,4.1,0.16717005,0.17563581,0.23922348,0.294415,0.33811665,0.3838153,0.42759943,0.4679675,train,2,0,0
0.81846635,162.86078654,158.18983618,2.6,4.1,0.22142458,0.3638978,0.50749683,0.6330991,0.7483692,0.8546748,0.95308113,1.0437708,train,2,1,6
0.67135424,293.40284119,88.05464268,2.9,4.5,0.22246504,0.33257675,0.45940018,0.57412815,0.677927,0.7775831,0.87032175,0.959332,train,2,1,8
0.955826084658854,55.90687722768885,326.56078408251415,2.1,4.9,0.2847447395324707,0.6094543933868408,0.893000602722168,1.1397571563720703,1.3508381843566897,1.5325734615325928,1.6882448196411133,1.8228607177734373,train,2,1,7
0.71461992,152.15269175,364.71384902,2.65284948,4.48613119,0.25836587,0.43470359,0.59016895,0.73167014,0.86023331,0.97707248,1.08374882,1.18118834,train,2,1,6
0.94732881,97.77329023,204.53674365,2.2,4.7,0.20396471,0.34665585,0.47845268,0.5923672,0.6964116,0.7909541,0.8760934,0.95391655,train,2,1,6
0.4661417568732097,3.791036647711101,16.172355110651544,2.17723393,4.57947063,1.195807933807373,4.060157775878906,7.518656730651855,10.648303985595703,12.725095748901367,13.318050384521484,13.320141792297363,13.321467399597168,train,2,3,18
0.618243,21.089657,0.213167,2.5,4.0,0.98723698,3.05557489,4.85874701,5.87441921,6.26648808,6.42846584,6.52561665,6.59658337,train,2,2,12
0.37315798,204.78246694,153.08065771,2.80726405,4.2947364,0.44378376,1.07341242,1.55392551,1.84195662,2.01665688,2.14706802,2.25199652,2.34255075,train,2,1,5
0.59835166,291.33996582,1.39744008,2.6690731,4.05183697,0.27444386,0.47609043,0.67261314,0.85125136,1.01484346,1.1654644,1.30312991,1.43037653,train,2,1,6
0.3,141.23403975617063,259.6608759687588,2.2,4.7,0.4533450603485107,1.3303320407867432,2.074182510375977,2.468167781829834,2.580512523651123,2.618966579437256,2.6539430618286133,2.6855335235595703,train,2,2,12
0.5613369,276.66611087,54.21924645,2.5,4.2,0.22299528,0.36072588,0.49501753,0.6119504,0.71947384,0.81840944,0.9101677,0.9954324,train,2,1,6
0.96826654,265.01669647,245.44896123,2.84754766,4.86489951,0.19783044,0.27006197,0.37432051,0.47168708,0.5665803,0.66435266,0.75662017,0.84500027,train,2,1,8
0.4405528338208079,205.1587154976893,295.008761994149,2.0,4.8,0.2500467300415039,0.5047540664672852,0.6996316909790039,0.8640785217285156,1.0042166709899902,1.126387119293213,1.2333073616027832,1.3280279636383057,train,2,1,7
0.59301005,283.2341067,179.07702199,2.4,4.2,0.16340971,0.22637129,0.30487537,0.36820984,0.42738056,0.48393202,0.5360832,0.58536816,train,2,0,4
0.44396538,174.91379802,23.43579279,2.5,4.2,0.4105444,0.8876095,1.2305222,1.4638987,1.6361794,1.7725806,1.890697,1.9908385,train,2,1,7
0.6597564,59.3919875,62.47859663,2.13170806,4.35387796,0.55677438,1.60219502,2.40431714,2.84959674,3.10736489,3.2903645,3.43458629,3.55801368,train,2,2,14
0.91456002,73.45217133,19.63241577,2.5249176,4.99785042,0.43059754,0.99782205,1.48063135,1.87665367,2.20013094,2.46993256,2.69795084,2.89611149,train,2,2,11
0.39640062,129.45878502,303.32031573,2.1,4.4,0.23969698,0.34905386,0.4042778,0.44776106,0.4825511,0.51291513,0.5385146,0.5625663,train,2,0,1
0.44324151,287.56982422,205.0103302,2.21603274,4.53146362,0.23570108,0.41681266,0.56614709,0.70186329,0.82529902,0.9380796,1.04059172,1.13406754,train,2,1,6
0.95373498,257.61541876,44.77696773,2.99,5.0,0.24309444,0.36389399,0.52329302,0.671345,0.81575704,0.95824146,1.09320831,1.22286177,train,2,1,6
0.36657179,154.25143899,378.76963486,2.68363512,4.76029257,0.38331413,0.90036154,1.29167485,1.51796627,1.64337063,1.73150587,1.80095196,1.86126471,train,2,1,5
0.89671251,10.43630658,66.72081148,2.5,4.0,0.83367085,2.50992537,3.82836819,4.52888727,4.84929419,5.02200937,5.13136148,5.20870399,train,2,2,12
0.8117568,11.36424314,269.11445712,2.6,4.0,0.5690284,1.4620094,2.067572,2.2912126,2.3353248,2.336029,2.336215,2.3364968,train,2,1,5
0.66544306,105.25292206,146.52261353,2.21435976,4.56983662,0.37697554,0.88959408,1.30735707,1.61981416,1.85933542,2.05265999,2.2116971,2.34585142,train,2,1,7
0.346201303546847,20.242515188487783,18.5521125016745,2.34334183,4.54887104,1.1044154167175293,3.685647487640381,6.560803413391113,8.960691452026367,10.237658500671388,10.534793853759766,10.541019439697266,10.545268058776855,train,2,3,15
0.89538641,218.33687725,317.32710368,2.8,4.9,0.1801548,0.21600294,0.29518127,0.364326,0.41480446,0.47298717,0.52109146,0.57107353,train,2,0,0
0.55659699,94.99927521,80.11006927,2.45006204,4.33829975,0.5394702,1.49253988,2.23579884,2.65087175,2.88267469,3.04671478,3.17735958,3.28780603,train,2,2,14
0.67506409,3.97402906,27.87024498,2.00347519,4.11490107,1.11773086,3.5862298,6.15895224,8.05234909,8.94599724,9.1461525,9.15785408,9.16313362,train,2,2,13
0.76338754,155.98649627,37.57286291,2.6525144,4.7977792,0.3436501,0.69619179,1.01280832,1.29549861,1.54405785,1.76399136,1.95766544,2.12989855,train,2,1,7
0.49347599,41.09411597,342.64834156,2.62259584,4.05827263,0.55631781,1.58061743,2.41928673,2.81402254,2.85535383,2.85674238,2.85747528,2.85777378,train,2,2,10
0.90464081,196.29096977,110.43689714,2.7,4.7,0.21036863,0.33652973,0.4768901,0.6046767,0.7213783,0.8326926,0.937438,1.036087,train,2,1,6
0.62197483,24.33719635,178.89764404,2.3830657,4.23306179,0.7094295,2.20837951,3.48535705,4.16977406,4.3568306,4.38732338,4.40200329,4.41636658,train,2,2,12
0.46995426,14.56844498,61.54676084,2.7,4.5,1.0359211,3.0285654,4.6953936,5.599881,5.9692707,6.2053776,6.378955,6.4842815,train,2,2,12
0.59870494,98.66920413,81.38266061,2.9,4.1,0.48818398,1.125814,1.6040006,1.9094381,2.122912,2.2879815,2.4231071,2.53791,train,2,2,11
0.49761589,242.54601726,249.9363454,2.2,4.5,0.16026115,0.20754719,0.26587725,0.30673075,0.3450942,0.38272762,0.41591358,0.446486,train,2,0,2
0.75874537,153.74806001,315.75979971,2.50576047,4.63546914,0.24835396,0.42712307,0.59448123,0.74776626,0.88857985,1.01779366,1.13657904,1.24546909,train,2,1,6
0.8758165,114.33603556,112.69205374,2.4,4.3,0.25093746,0.46187782,0.6506448,0.8177147,0.96782637,1.1027789,1.2234721,1.3320231,train,2,1,6
0.41819745,221.38206482,340.99478149,2.637537,4.25500345,0.29255223,0.51873946,0.66794991,0.79269648,0.90079403,0.99475646,1.07775521,1.15142965,train,2,1,6
0.60794259,175.69395506,275.2759796,2.3,4.7,0.18087053,0.2565384,0.3321762,0.38786745,0.44179678,0.49118328,0.5351939,0.57591724,train,2,0,4
0.54911755,83.10595703,349.99719803,2.3,4.0,0.26802254,0.42526293,0.50363445,0.55961275,0.60521936,0.64485264,0.67726374,0.70427513,train,2,1,8
0.92341736,99.02662189,18.45580073,2.7,4.4,0.33717155,0.67372656,0.96948576,1.2285895,1.4532514,1.6490946,1.8197408,1.9702263,train,2,1,7
0.77234338,187.0632388,58.52532974,2.4,4.6,0.22001219,0.38377142,0.54074574,0.681232,0.81145525,0.93105507,1.0418744,1.1438389,train,2,1,6
0.38782803,239.33245015,352.05437692,2.0,4.1,0.12676573,0.13323402,0.15359974,0.17625761,0.18526936,0.18820667,0.19403982,0.20490456,train,2,0,3
0.57708644,245.30348406,351.83008472,2.9,4.4,0.20118046,0.24920177,0.317811,0.37427855,0.4164877,0.46098423,0.4982791,0.53649664,train,2,0,2
1.0,140.13731218,125.45641926,2.0,4.67210425,0.19373178,0.348593,0.51070523,0.66865778,0.81889558,0.9628334,1.09876776,1.22733879,train,2,1,6
0.78767885,231.9073865,344.80841155,2.6,4.8,0.16888428,0.18288517,0.24198008,0.29964972,0.32956362,0.36870003,0.40427017,0.43902302,train,2,0,0
0.7990316,145.36466592,374.69819894,2.9,4.9,0.22217989,0.30936432,0.4006505,0.47640133,0.54485464,0.6090932,0.6656208,0.71830225,train,2,1,8
0.47849489,192.90202566,273.11244218,2.4,5.0,0.21690273,0.31569576,0.39253426,0.45485497,0.5078883,0.55628824,0.601881,0.6428237,train,2,0,1
0.31922545,75.41566484,143.87404136,2.29943366,4.00117762,0.69407177,2.16879964,3.43424201,4.09824657,4.20425701,4.21007633,4.21798038,4.22606659,train,2,2,12
0.40963831,245.37736497,218.16503408,2.8,4.3,0.27370882,0.4276862,0.5332303,0.6255474,0.70426273,0.77515125,0.8397527,0.89790535,train,2,1,8
0.31457097,189.84968925,164.17511788,2.2,4.7,0.3122778,0.5653424,0.7023492,0.7935486,0.8677592,0.9268656,0.9783859,1.0214572,train,2,1,9
