n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,sub_id
0.6779804,28.78240367,290.42032495,2.0,3.0,0.35593796,0.71068287,0.8884828,0.9489286,0.97805715,1.0008802,1.0180075,1.0312262,56
0.53761214,30.79440056,37.31105201,2.2,3.9,0.77458596,2.0793588,2.9464824,3.3864734,3.6402805,3.8022482,3.919253,3.9991815,13
0.7627182927830257,5.683498011555562,0.0065755147615342,2.4100654826101344,3.030895254777908,1.0779964923858645,3.290269136428833,5.088531494140625,6.031696319580078,6.457673072814941,6.708292007446289,6.889989852905273,7.032742500305176,19
0.76905854,254.44526595,254.92436249,2.7,3.6,0.17020369,0.21350813,0.28869843,0.35718346,0.4150808,0.4728558,0.52703834,0.5780685,70
0.55163103,104.70661538,234.37985646,2.1587816,3.16708046,0.3428545,0.71473932,0.97025371,1.14562798,1.27442956,1.37776518,1.46252608,1.53196335,64
0.68957497,184.71167046,24.43486614,2.4,3.4,0.2478981,0.445786,0.6252966,0.7854142,0.92865324,1.0587444,1.1754031,1.2819657,6
0.75007065,254.99509357,231.69824293,2.5,3.7,0.16369581,0.20606112,0.27649617,0.34335208,0.39990354,0.4551561,0.5075033,0.5565679,70
0.76905968,70.47658642,248.69041908,2.2,3.3,0.26571226,0.47081494,0.6222687,0.744087,0.84415555,0.92749906,0.99814725,1.0574591,16
0.41927973,252.12922953,377.56996011,2.18920043,3.55486799,0.18752003,0.24910188,0.30624866,0.35882545,0.40543509,0.44907093,0.48898315,0.52623796,71
0.61697351,133.90636648,21.57295405,2.6,3.7,0.38407683,0.8052652,1.1304305,1.3823035,1.582473,1.7486508,1.8895128,2.0095608,31
0.38669226,57.30465273,283.49591407,2.7,3.6,0.5196321,1.2932909,1.7975833,1.9290988,1.9363582,1.9442747,1.9518068,1.9589779,61
0.3,224.62811986,290.85034569,2.0,3.082053,0.24851441,0.39722848,0.48133659,0.54933572,0.60820127,0.65795398,0.70307589,0.74224663,55
0.63429218,120.21608667,262.6915039,2.8,3.9,0.30586696,0.5405395,0.7105706,0.85002065,0.9667251,1.0662487,1.1514637,1.2262022,16
0.369711,2.68355367,9.0158749,2.3,3.8,1.2790306,3.9366543,6.776249,8.825679,9.952573,10.546715,10.9026785,11.073707,2
0.30988062,244.67834719,84.07820426,2.30929718,3.14057423,0.37947655,0.8217566,1.10923386,1.27703214,1.39736438,1.49425864,1.57425213,1.64278841,46
0.7147095635125056,1.6563979631794772,26.64202434755694,2.089753883790916,3.345685620611849,1.1356563568115234,3.740959882736206,6.468563079833984,8.383384704589844,9.26638889312744,9.48237133026123,9.490551948547363,9.49499225616455,28
0.47334379,255.15889495,22.77615397,2.7,3.5,0.30459332,0.54939485,0.7453649,0.91379094,1.0590837,1.1871002,1.2997925,1.4000838,6
0.48467508,130.89509062,230.98683283,2.8,3.1,0.35242748,0.67920303,0.8922522,1.0390148,1.1516109,1.2409282,1.3173699,1.3836722,64
0.4332520955571719,21.95507929226397,0.3940020950775127,2.532503113919512,3.402683331479368,1.0766003131866455,3.422047615051269,5.616983413696289,6.931902885437012,7.413304328918457,7.5575361251831055,7.637239456176758,7.692684173583984,19
0.72162865,242.99569464,362.97258566,2.15582864,3.26981194,0.12345529,0.17201543,0.21403265,0.26448584,0.31099057,0.35327864,0.394238,0.43336606,44
0.42974071,58.48367786,239.64030174,2.62141491,3.22213997,0.56122065,1.55077577,2.26309943,2.5369041,2.58664107,2.61002755,2.63173556,2.65167737,25
0.99978513,146.01751709,7.49777842,2.13149405,3.97589159,0.2215755,0.402529,0.58740425,0.76603436,0.93393874,1.09184098,1.23972869,1.37755013,5
0.44532825,149.24446356,22.80188093,2.71265195,3.81609744,0.54350448,1.43233371,2.08962655,2.44160056,2.64450812,2.79292846,2.91470933,3.01985145,34
0.55749425,145.1686883,386.29452499,2.85470183,3.40231127,0.27852988,0.44146371,0.55680084,0.6549921,0.74000168,0.81487608,0.8809669,0.93990564,16
0.5401787,213.39810586,101.77864529,2.1,3.3,0.19840193,0.31497264,0.42207003,0.5162654,0.60128856,0.67810845,0.7485473,0.8134377,73
0.582566780830335,169.16683128747871,0.0065946621078185,2.8738802036305247,3.2302806913218007,0.3972225189208984,0.8353753089904785,1.177152395248413,1.4454395771026611,1.6623380184173584,1.843705415725708,1.9974491596221924,2.131601572036743,30
0.47934791,56.31718088,154.27481208,2.5,3.7,0.5753424,1.4871905,2.092468,2.3399022,2.4471886,2.513281,2.5663364,2.6131394,35
0.3101126,268.05357779,228.46060656,2.58637358,3.35813108,0.30444455,0.52828836,0.66162181,0.76537132,0.85072684,0.92523241,0.98901486,1.04639888,15
0.9865270263623496,121.75517514787056,0.047567360554088,2.3049512563694194,3.5490119003017604,0.260901927947998,0.4879682064056396,0.710228681564331,0.9175000190734864,1.1070361137390137,1.2813408374786377,1.4410898685455322,1.5872821807861328,4
0.31164746,69.19304114,34.36628014,2.2,3.1,0.74154544,2.0246944,2.878749,3.2396564,3.3902025,3.4624405,3.509758,3.54844,37
0.69971194,176.02677088,296.8570935,2.2,3.5,0.14902592,0.20080137,0.25339913,0.30078912,0.34467864,0.3838315,0.42068315,0.45539522,71
0.62308145,102.81226349,228.11141968,2.0237422,3.07670069,0.29933524,0.58903003,0.802701,0.96979165,1.10339022,1.21247649,1.3031981,1.38208246,64
0.70142106,267.65786831,75.42935687,2.7,3.4,0.19890404,0.31014967,0.43115735,0.54263663,0.6446638,0.7407336,0.8312645,0.9162731,53
0.63913457,45.98198466,118.52612959,2.0,3.2,0.45334744,1.0489707,1.4274163,1.6267853,1.7554603,1.850627,1.9285998,1.9955645,46
0.99555197,22.64331628,89.82626518,2.7,3.3,0.54851294,1.3248284,1.8848994,2.244342,2.494807,2.6857889,2.8402965,2.9718754,50
0.44047382,180.27707028,300.93828948,2.6,3.1,0.2435739,0.35597587,0.43219376,0.49778032,0.5545263,0.60496306,0.6505301,0.6917095,55
0.45919857,28.09534445,96.26127322,2.1,3.1,0.71228194,1.9136462,2.683887,3.0015755,3.1284494,3.18124,3.214562,3.243062,24
0.44959989,5.87052727,1.83269036,2.63612247,3.02081299,1.28920054,4.02241182,6.90661764,8.98373985,9.91822624,10.23766708,10.3565712,10.46153641,1
0.99407983,256.02183433,398.09497965,2.00000193,3.86109689,0.10450649,0.13911128,0.16971278,0.21941566,0.26387548,0.30528378,0.34502625,0.38432026,44
0.8351496761625151,66.62009628180255,0.0075425697908102,2.1589148026013563,3.58923088630734,0.4407739639282226,1.0330724716186523,1.489311456680298,1.831242322921753,2.0983917713165283,2.317525148391724,2.5011589527130127,2.6586849689483643,30
0.70494699,7.96508026,10.28659439,2.31077576,3.61519313,1.08112407,3.32891417,5.32909727,6.46777821,6.91142368,7.07670689,7.18487835,7.25302982,21
0.86644191,240.99013243,193.9133593,2.0,3.3,0.10959959,0.16226983,0.20958042,0.25003958,0.29726958,0.34147096,0.38280177,0.42260623,44
0.75534182,241.7700068,309.78571812,2.5,3.4,0.15764165,0.17727637,0.2230854,0.27803707,0.31941986,0.3597629,0.3981743,0.43422484,44
0.44006916,271.87771277,206.38660163,2.6,3.6,0.21502876,0.30097914,0.38493848,0.4546311,0.5165503,0.5741794,0.62677455,0.6756532,75
0.52832698,64.90100123,7.18143683,2.6,3.6,0.67681384,1.7926939,2.545841,2.934941,3.1611192,3.3174832,3.4471605,3.5550945,11
0.60462905,76.87993198,183.18726903,2.2685594,3.04880742,0.41726756,0.95793748,1.32542706,1.54031181,1.68455768,1.79659581,1.88531661,1.958112,47
0.77666389,193.22098821,100.59401166,2.2,3.4,0.1762011,0.28696918,0.39758253,0.5001414,0.59453297,0.6828389,0.7648759,0.84156036,73
0.4974685195201423,30.54920840423187,0.3875189067474353,2.178563565740018,3.5796748895312565,0.9171617031097412,2.908608675003052,4.618094444274902,5.530658721923828,5.841327667236328,5.957085609436035,6.026021957397461,6.092513084411621,39
0.68821275,16.89425278,19.19343376,2.92771792,3.5913229,0.9783051,2.93257999,4.52600384,5.38521147,5.76075888,5.94762373,6.07679129,6.15649176,41
0.39215839,279.36383003,253.33207385,2.6,3.8,0.20952368,0.27294993,0.3400848,0.3900106,0.43402267,0.47636056,0.51489425,0.5507891,70
0.31295425,18.47323418,45.59440231,2.09910822,3.42340279,1.05125761,3.35460544,5.66202545,7.30473709,7.87215805,7.887784,7.88930702,7.89036751,22
0.97465687,93.16785459,271.99203623,2.6,3.4,0.21902394,0.358979,0.4913473,0.6083598,0.712903,0.80699587,0.89193106,0.9689536,54
0.4084539767697001,171.6816767892819,0.2914173271795148,2.8619259013986347,3.7699680184028033,0.5553169250488281,1.4817883968353271,2.174741506576538,2.549114942550659,2.7607576847076416,2.9192440509796143,3.0452215671539307,3.157410860061645,48
0.54017949,257.23492432,290.38110352,2.65489531,3.62014246,0.21816969,0.31243181,0.41120982,0.49720168,0.57598758,0.64925647,0.7173419,0.78089046,75
0.31167198,102.20964302,244.01845187,2.90141422,3.2719277,0.54429245,1.42975998,2.07061911,2.29985952,2.32760191,2.34558773,2.36245155,2.37834597,25
0.95187475,252.96360556,101.59189412,2.3,3.8,0.150038,0.21075106,0.28704476,0.37131143,0.44378114,0.51411414,0.58259606,0.64829755,73
0.5897276910472378,7.406309264313996,0.0922105913728155,2.013870458437461,3.0295871034540536,1.0874202251434326,3.460457801818848,5.623815536499023,6.856805324554443,7.314457416534424,7.474509716033935,7.563238620758057,7.623436450958252,19
0.30768695,276.66518262,193.56673956,2.44571334,3.6474185,0.32252717,0.61837673,0.80802536,0.94328117,1.0509932,1.14134383,1.21766925,1.28441763,64
0.98767225223945,1.2865031398620126,27.49192693813509,2.756021286962468,3.856231505899727,1.1688129901885986,3.706552982330322,6.107118606567383,7.639351844787598,8.385879516601562,8.730118751525879,8.932509422302246,9.074350357055664,28
0.4230723078524367,86.6579913696251,98.9939248539226,2.351708872051077,3.1059713694654727,0.5832757949829102,1.625340223312378,2.3370275497436523,2.63027286529541,2.7506914138793945,2.832824230194092,2.9026927947998047,2.9627938270568848,35
0.8327253712898856,0.96908554974249,0.060332228241817,2.8453449319980177,3.329351995621183,1.2923896312713623,4.1958208084106445,7.155721664428711,9.148862838745115,10.15664005279541,10.60540771484375,10.852239608764648,11.067849159240724,0
0.91967225,68.45083542,283.64326339,2.9,3.3,0.29937148,0.5429027,0.74095035,0.90788674,1.0489719,1.1691778,1.2719324,1.3612359,8
0.55187201,7.47326612,15.69871998,2.14018345,3.62351203,1.1430614,3.61489749,6.08740711,7.77353764,8.45145226,8.58750534,8.61826229,8.63358307,28
0.62908463,171.77084732,248.1172342,2.9,3.0,0.24343586,0.3862393,0.51207185,0.622478,0.72061634,0.8090792,0.88913417,0.9617677,54
0.35993309,172.83037215,380.32605936,2.56009165,3.88284603,0.33160067,0.64266586,0.82891345,0.94472504,1.03081656,1.10066676,1.16182113,1.21248794,18
0.30594957,107.19386682,34.84419432,2.6,3.6,0.6925857,1.8943508,2.7329423,3.0980542,3.2462437,3.325853,3.3865898,3.4398568,37
0.7281575430537583,3.4756835600347986,0.1296282111082346,2.149880865231093,3.5453699263010594,1.1538426876068115,3.714395761489868,6.23138427734375,7.803662300109863,8.512596130371094,8.797511100769043,8.934158325195312,9.038607597351074,26
0.7889789863257964,10.100147817410614,0.0637609329430967,2.144035521749446,3.386585602172685,0.9357089996337892,2.858728647232056,4.355613708496094,5.102412223815918,5.427817344665527,5.628661155700684,5.771683692932129,5.882996559143066,39
