n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.6887,9.051,35.597,4.0,2.0,0.8939185,2.3989139,3.3847475,3.90311,4.237991,4.485947,4.6672406,4.7884784
