n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.6887,9.051,35.597,2.5,2.7,0.9847069,2.8598337,4.26554,4.9442143,5.2184997,5.3572626,5.4429445,5.4914646
