n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.337,41.798,11.04,4.0,2.0,0.8683939,2.386672,3.4097047,3.9014854,4.17306,4.352301,4.469175,4.5420127
