n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.4869,9.397,25.988,2.5,2.7,1.1151962,3.3633204,5.345634,6.47779,6.828018,6.922744,6.9723253,6.9966974
