n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,gid,basin_k,sub_id
0.80368735,149.50060871,325.61911001,4.0,3.1,0.27326226,0.430408,0.58410406,0.7244563,0.8523321,0.9701977,1.0776987,1.1763592,11,2,16
0.34291989,139.86472653,52.11994729,4.6,3.9,0.73865867,2.2478535,3.5922177,4.40532,4.7298975,4.8471394,4.9184523,4.9774914,11,1,5
0.78768227,224.97616411,14.88721043,4.6,3.0,0.2992952,0.51497793,0.74018526,0.9481404,1.1428103,1.3236971,1.4910583,1.6464953,11,2,17
0.47010862,290.40744851,373.86693143,4.6,3.4,0.28769207,0.4177127,0.51917124,0.61339426,0.7031107,0.7859607,0.86297274,0.93492556,11,7,49
0.93178667,261.60864492,371.25036823,4.48018352,3.08169543,0.17882204,0.20114613,0.26921463,0.32860947,0.36908054,0.42058325,0.46015215,0.50286245,11,5,33
0.87959767,52.56174531,55.79953418,4.26203618,3.27487377,0.53987312,1.26131105,1.83224678,2.23538256,2.53244543,2.76736403,2.96230173,3.12945652,11,6,40
0.30599751,120.16946606,336.11639573,4.3,3.7,0.55601335,1.4831216,2.2435625,2.6396015,2.725992,2.739744,2.7558057,2.7708008,11,4,26
0.37523943,15.03183935,132.07970206,4.88388523,3.77910464,1.05990696,3.30841875,5.48928213,7.04119825,7.71474981,7.91610956,7.99409914,8.02957726,11,1,6
0.89392008,196.23988382,111.92074034,4.6,3.1,0.28244781,0.45680594,0.65317655,0.83453655,1.0072465,1.169806,1.3216667,1.4640737,11,2,14
0.43911207,275.1791687,1.54539561,4.4691906,3.26442552,0.3976264,0.77498913,1.06400204,1.29709005,1.49008799,1.65518379,1.7962842,1.91973066,11,6,40
0.33757864,229.36680741,34.12521442,4.89594542,3.80220835,0.5681777,1.4140439,2.08853436,2.4743824,2.68609333,2.83402061,2.9548583,3.05958319,11,4,31
0.98470764,89.4231373,283.58704092,4.9,3.1,0.33460283,0.62507176,0.89140725,1.1340137,1.3519974,1.5479689,1.7229915,1.8794742,11,2,19
0.3738998,73.95019284,14.34543074,4.0,3.3,0.908128,2.8020456,4.46992,5.4595213,5.828717,5.951152,6.0134478,6.062011,11,1,11
0.5952739,169.43630579,209.82294019,4.7,3.2,0.38570094,0.78877544,1.107532,1.369309,1.5863924,1.7700377,1.926961,2.0634599,11,6,45
0.8167722,74.45362716,50.86334264,4.0,3.3,0.5144725,1.2048275,1.7478335,2.1456501,2.447119,2.6882813,2.8878214,3.0581381,11,6,39
