n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.572,13.9,11.1,2.5,2.7,1.0333285,3.027907,4.565132,5.3282046,5.622348,5.7681665,5.859703,5.9262877
