n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.6776,10.0948,21.1418,2.5,2.7,1.0004601,2.8974662,4.314344,5.0070305,5.299878,5.4464283,5.5597496,5.6214542
